id	trait	prot_name	chromosome_name	transcription_start_site	file
SeqId_6414_8	Q86UD1	OAF	11	120211032	SeqId_6414_8
SeqId_6415_90	P22792	CPN2	3	194351318	SeqId_6415_90
SeqId_6416_8	Q86XP6	GKN2	2	68952880	SeqId_6416_8
SeqId_6420_4	Q9NX18	SDHAF2	11	61430042	SeqId_6420_4
SeqId_6421_52	P05015	IFNA16	9	21217311	SeqId_6421_52
SeqId_6424_2	Q5GAN3	RNASE13	14	21034807	SeqId_6424_2
SeqId_6425_87	Q99542	MMP19	12	55840034	SeqId_6425_87
SeqId_6430_36	Q8N3H0	FAM19A2	12	61827233	SeqId_6430_36
SeqId_6431_68	Q9UHG3	PCYOX1	2	70257386	SeqId_6431_68
SeqId_6433_57	Q96MK3	FAM20A	17	68540577	SeqId_6433_57
SeqId_6434_18	O75106	AOC2	17	42844580	SeqId_6434_18
SeqId_6439_59	Q9H972	C14orf93	14	23002769	SeqId_6439_59
SeqId_6440_31	Q13361	MFAP5	12	8650554	SeqId_6440_31
SeqId_6441_62	Q9UKP5	ADAMTS6	5	65198765	SeqId_6441_62
SeqId_6444_15	Q16557	PSG3	19	42739372	SeqId_6444_15
SeqId_6447_73	P26022	PTX3	3	157436850	SeqId_6447_73
SeqId_6448_36	Q99985	SEMA3C	7	80798238	SeqId_6448_36
SeqId_6450_8	P51161	FABP6	5	160187367	SeqId_6450_8
SeqId_6451_64	Q9BXN1	ASPN	9	92482353	SeqId_6451_64
SeqId_6453_70	Q8NHJ6	LILRB4	19	54643889	SeqId_6453_70
SeqId_6454_38	P52565	ARHGDIA	17	81868630	SeqId_6454_38
SeqId_6455_52	Q86UW8	HAPLN4	19	19261683	SeqId_6455_52
SeqId_6456_17	Q00889	PSG6	19	42910804	SeqId_6456_17
SeqId_6457_50	Q9Y5H4	PCDHGA1	5	141330571	SeqId_6457_50
SeqId_6458_6	P04843	RPN1	3	128627266	SeqId_6458_6
SeqId_6461_54	P02656	APOC3	11	116829706	SeqId_6461_54
SeqId_6462_12	Q99727	TIMP4	3	12158912	SeqId_6462_12
SeqId_6463_59	P83859	QRFP	9	130893838	SeqId_6463_59
SeqId_6464_40	Q6DKI7	PVRIG	7	100218241	SeqId_6464_40
SeqId_6467_65	Q8NBL1	POGLUT1	3	119468963	SeqId_6467_65
SeqId_6468_37	Q86UU9	TAC4	17	49848017	SeqId_6468_37
SeqId_6469_62	O95868	LY6G6D	6	31715356	SeqId_6469_62
SeqId_6470_19	P23142	FBLN1	22	45502238	SeqId_6470_19
SeqId_6471_53	Q92496	CFHR4	1	196888014	SeqId_6471_53
SeqId_6472_40	P40967	PMEL	12	55956539	SeqId_6472_40
SeqId_6473_55	Q9NP55	BPIFA1	20	33235995	SeqId_6473_55
SeqId_6478_2	A6NGN9	IGLON5	19	51311848	SeqId_6478_2
SeqId_6480_1	Q8WVQ1	CANT1	17	78995249	SeqId_6480_1
SeqId_6485_59	P15814	IGLL1	22	23580239	SeqId_6485_59
SeqId_6491_59	Q9H2R5	KLK15	19	50827151	SeqId_6491_59
SeqId_6493_9	Q66K79	CPZ	4	8592660	SeqId_6493_9
SeqId_6495_14	P05305	EDN1	6	12290361	SeqId_6495_14
SeqId_6496_60	P80370	DLK1	14	100725705	SeqId_6496_60
SeqId_6504_65	Q9Y4K0	LOXL2	8	23320005	SeqId_6504_65
SeqId_6506_54	P49755	TMED10	14	75147760	SeqId_6506_54
SeqId_6507_16	O15394	NCAM2	21	20998409	SeqId_6507_16
SeqId_6508_68	O95969	SCGB1D2	11	62242239	SeqId_6508_68
SeqId_6511_17	Q96LR4	FAM19A4	3	68932547	SeqId_6511_17
SeqId_6517_14	P55107	GDF10	10	47300197	SeqId_6517_14
SeqId_6518_85	Q9UBU3	GHRL	3	10289807	SeqId_6518_85
SeqId_6520_87	P08493	MGP	12	14884245	SeqId_6520_87
SeqId_6521_35	P47972	NPTX2	7	98617285	SeqId_6521_35
SeqId_6525_17	Q6B8I1	DUSP13	10	75097884	SeqId_6525_17
SeqId_6526_77	Q9NY56	OBP2A	9	135546139	SeqId_6526_77
SeqId_6527_1	Q7L0X0	TRIL	7	28958330	SeqId_6527_1
SeqId_6528_95	Q9UBQ6	EXTL2	1	100894664	SeqId_6528_95
SeqId_6530_63	Q99935	PROL1	4	70397931	SeqId_6530_63
SeqId_6531_29	Q96A26	FAM162A	3	122384176	SeqId_6531_29
SeqId_6533_20	Q8WZ79	DNASE2B	1	84398532	SeqId_6533_20
SeqId_6536_54	Q8NHP8	PLBD2	12	113358566	SeqId_6536_54
SeqId_6538_90	Q8IYS2	KIAA2013	1	11926403	SeqId_6538_90
SeqId_6543_182	P81277	PRLH	2	237566574	SeqId_6543_182
SeqId_6544_33	Q92832	NELL1	11	20669551	SeqId_6544_33
SeqId_6545_58	P04156	PRNP	20	4686350	SeqId_6545_58
SeqId_6547_83	O60235	TMPRSS11D	4	67833627	SeqId_6547_83
SeqId_6549_60	Q96N03	VSTM2L	20	37903111	SeqId_6549_60
SeqId_6550_4	Q14773	ICAM4	19	10286955	SeqId_6550_4
SeqId_6551_94	Q8IW75	SERPINA12	14	94504222	SeqId_6551_94
SeqId_6553_68	Q9UL16	CFAP45	1	159873414	SeqId_6553_68
SeqId_6555_58	Q9UJZ1	STOML2	9	35101493	SeqId_6555_58
SeqId_6556_5	Q9UJA9	ENPP5	6	46167551	SeqId_6556_5
SeqId_6557_50	Q8TF66	LRRC15	3	194369731	SeqId_6557_50
SeqId_6558_5	Q9Y6Z7	COLEC10	8	118995452	SeqId_6558_5
SeqId_6570_1	Q5TAT6	COL13A1	10	69801867	SeqId_6570_1
SeqId_6571_75	Q8N4C9	C17orf78	17	37375985	SeqId_6571_75
SeqId_6572_10	Q86VH4	LRRTM4	2	77522210	SeqId_6572_10
SeqId_6574_11	O60667	FAIM3	1	206909945	SeqId_6574_11
SeqId_6576_1	Q93070	ART4	12	14843062	SeqId_6576_1
SeqId_6577_64	Q16363	LAMA4	6	112129988	SeqId_6577_64
SeqId_6580_29	P20742	PZP	12	9167497	SeqId_6580_29
SeqId_6584_1	P23327	HRC	19	49153307	SeqId_6584_1
SeqId_6586_19	O75078	ADAM11	17	44758988	SeqId_6586_19
SeqId_6587_6	Q96NI6	LRFN5	14	41607570	SeqId_6587_6
SeqId_6593_5	Q14435	GALNT3	2	165761907	SeqId_6593_5
SeqId_6594_64	Q9NPB0	SAYSD1	6	39109572	SeqId_6594_64
SeqId_6597_24	Q8TBP5	FAM174A	5	100535374	SeqId_6597_24
SeqId_6599_5	Q8J025	APCDD1	18	10454635	SeqId_6599_5
SeqId_6600_70	Q8NC24	RELL2	5	141636950	SeqId_6600_70
SeqId_6604_59	Q8TB73	NDNF	4	121038984	SeqId_6604_59
SeqId_6605_17	P35858	IGFALS	16	1793732	SeqId_6605_17
SeqId_6606_61	Q15726	KISS1	1	204192876	SeqId_6606_61
SeqId_6609_22	P09543	CNP	17	41966763	SeqId_6609_22
SeqId_6611_8	Q6UW63	KDELC1	13	102791278	SeqId_6611_8
SeqId_6612_90	Q6PL45	BRICD5	16	2210145	SeqId_6612_90
SeqId_6617_12	Q6DN72	FCRL6	1	159800511	SeqId_6617_12
SeqId_6620_82	Q96FE5	LINGO1	15	77632490	SeqId_6620_82
SeqId_6621_10	P04090	RLN2	9	5304432	SeqId_6621_10
SeqId_6624_94	O96014	WNT11	11	76206407	SeqId_6624_94
SeqId_6625_31	Q8NBU5	ATAD1	10	87814882	SeqId_6625_31
SeqId_6626_81	Q9NRB3	CHST12	7	2403588	SeqId_6626_81
SeqId_6627_25	P54315	PNLIPRP1	10	116590385	SeqId_6627_25
SeqId_6629_3	P60022	DEFB1	8	6877936	SeqId_6629_3
SeqId_6631_17	P20849	COL9A1	6	70246303	SeqId_6631_17
SeqId_6633_43	B0FP48	UPK3BL	7	102642791	SeqId_6633_43
SeqId_6641_60	P0CG47	UBB	17	16380798	SeqId_6641_60
SeqId_6647_55	P0CG48	UBC	12	124914065	SeqId_6647_55
SeqId_6649_51	O95631	NTN1	17	9021510	SeqId_6649_51
SeqId_6651_74	P0CG47	UBB	17	16380798	SeqId_6651_74
SeqId_6653_58	Q08722	CD47	3	108054739	SeqId_6653_58
SeqId_6706_18	P10696	ALPPL2	2	232406844	SeqId_6706_18
SeqId_6713_4	Q86VZ4	LRP11	6	149836199	SeqId_6713_4
SeqId_6715_63	P10696	ALPPL2	2	232406844	SeqId_6715_63
SeqId_6895_1	P02786	TFRC	3	196055214	SeqId_6895_1
SeqId_6896_3	Q8NEQ5	C1orf162	1	111473792	SeqId_6896_3
SeqId_6897_38	O94766	B3GAT3	11	62617454	SeqId_6897_38
SeqId_6899_37	Q9H0N5	PCBD2	5	134905120	SeqId_6899_37
SeqId_6900_30	Q9Y385	UBE2J1	6	89352722	SeqId_6900_30
SeqId_6904_14	O43300	LRRTM2	5	138875304	SeqId_6904_14
SeqId_6907_17	Q8N6Q1	TMCO5A	15	37921939	SeqId_6907_17
SeqId_6909_40	Q10469	MGAT2	14	49620799	SeqId_6909_40
SeqId_6911_103	Q6EIG7	CLEC6A	12	8455962	SeqId_6911_103
SeqId_6912_6	Q86XE3	EFHA2	8	17027238	SeqId_6912_6
SeqId_6913_189	P26583	HMGB2	4	173333672	SeqId_6913_189
SeqId_6915_2	Q6UWJ8	CD164L2	1	27383303	SeqId_6915_2
SeqId_6917_49	Q9BY71	LRRC3	21	44455510	SeqId_6917_49
SeqId_6918_183	P06307	CCK	3	42263947	SeqId_6918_183
SeqId_6919_3	P02008	HBZ	16	142728	SeqId_6919_3
SeqId_6920_1	Q6UXV0	GFRAL	6	55327469	SeqId_6920_1
SeqId_6921_24	O60512	B4GALT3	1	161172410	SeqId_6921_24
SeqId_6923_1	O00469	PLOD2	3	146071170	SeqId_6923_1
SeqId_6925_26	Q9Y5X2	SNX8	7	2257618	SeqId_6925_26
SeqId_6927_7	P52848	NDST1	5	150485818	SeqId_6927_7
SeqId_6929_10	O43173	ST8SIA3	18	57352557	SeqId_6929_10
SeqId_6930_95	P61647	ST8SIA6	10	17327109	SeqId_6930_95
SeqId_6932_42	P08648	ITGA5	12	54398823	SeqId_6932_42
SeqId_6933_20	Q9BQ48	MRPL34	19	17292609	SeqId_6933_20
SeqId_6936_7	Q969W9	PMEPA1	20	57690624	SeqId_6936_7
SeqId_6937_251	Q9BWL3	C1orf43	1	154208517	SeqId_6937_251
SeqId_6938_21	O60330	PCDHGA12	5	141430507	SeqId_6938_21
SeqId_6940_18	Q9HDC5	JPH1	8	74244788	SeqId_6940_18
SeqId_6941_11	Q8NBK3	SUMF1	3	3798214	SeqId_6941_11
SeqId_6947_4	Q9Y274	ST3GAL6	3	98732236	SeqId_6947_4
SeqId_6948_82	Q92562	FIG4	6	109691312	SeqId_6948_82
SeqId_6951_26	Q96FT7	ASIC4	2	219514170	SeqId_6951_26
SeqId_6955_68	Q13596	SNX1	15	64094123	SeqId_6955_68
SeqId_6961_14	Q6UXB1	IGFL3	19	46124688	SeqId_6961_14
SeqId_6965_19	Q9UHC6	CNTNAP2	7	146116002	SeqId_6965_19
SeqId_6966_144	P61266	STX1B	16	30997044	SeqId_6966_144
SeqId_6969_14	Q8TCV5	WFDC5	20	45115162	SeqId_6969_14
SeqId_6974_6	P04233	CD74	5	150412732	SeqId_6974_6
SeqId_6975_52	O95295	SNAPIN	1	153658703	SeqId_6975_52
SeqId_6984_6	Q969P0	IGSF8	1	160095332	SeqId_6984_6
SeqId_6986_17	Q9Y662	HS3ST3B1	17	14301081	SeqId_6986_17
SeqId_6990_44	Q9HCN8	SDF2L1	22	21642302	SeqId_6990_44
SeqId_6991_24	Q9Y231	FUT9	6	96015974	SeqId_6991_24
SeqId_6992_67	P02042	HBD	11	5234483	SeqId_6992_67
SeqId_6994_19	Q9UK00	C3orf18	3	50561911	SeqId_6994_19
SeqId_6997_32	Q9ULW5	RAB26	16	2140803	SeqId_6997_32
SeqId_6998_106	Q12797	ASPH	8	61526086	SeqId_6998_106
SeqId_7003_4	Q86SR1	GALNT10	5	154190730	SeqId_7003_4
SeqId_7006_4	Q9BXS0	COL25A1	4	108824219	SeqId_7006_4
SeqId_7007_24	Q9Y296	TRAPPC4	11	119018763	SeqId_7007_24
SeqId_7009_8	P21854	CD72	9	35618353	SeqId_7009_8
SeqId_7015_8	O75023	LILRB5	19	54257245	SeqId_7015_8
SeqId_7016_12	Q02742	GCNT1	9	76419850	SeqId_7016_12
SeqId_7018_10	Q9UJK0	TSR3	16	1351473	SeqId_7018_10
SeqId_7019_13	O75326	SEMA7A	15	74411639	SeqId_7019_13
SeqId_7020_13	Q9GZS9	CHST5	16	75535170	SeqId_7020_13
SeqId_7038_45	Q92187	ST8SIA4	5	100890882	SeqId_7038_45
SeqId_7045_4	Q12983	BNIP3	10	131981923	SeqId_7045_4
SeqId_7046_6	Q96LM9	C20orf173	20	35529619	SeqId_7046_6
SeqId_7048_4	Q7Z692	CEACAM19	19	44662278	SeqId_7048_4
SeqId_7049_2	O75077	ADAM23	2	206443532	SeqId_7049_2
SeqId_7050_5	Q7Z3B1	NEGR1	1	71439838	SeqId_7050_5
SeqId_7054_87	Q9UHP7	CLEC2D	12	9664969	SeqId_7054_87
SeqId_7059_14	Q6PI73	LILRA6	19	54242751	SeqId_7059_14
SeqId_7060_2	Q96HE7	ERO1L	14	52646410	SeqId_7060_2
SeqId_7064_2	Q9BV40	VAMP8	2	85561562	SeqId_7064_2
SeqId_7065_1	O95866	G6B	6	31718594	SeqId_7065_1
SeqId_7066_199	Q5JX69	FAM209B	20	56533246	SeqId_7066_199
SeqId_7069_9	Q96NA8	TSNARE1	8	142279997	SeqId_7069_9
SeqId_7070_25	P23276	KEL	7	142943154	SeqId_7070_25
SeqId_7071_23	Q9UKM7	MAN1B1	9	137086985	SeqId_7071_23
SeqId_7073_69	Q8WYQ4	C22orf15	22	23763021	SeqId_7073_69
SeqId_7076_17	O95672	ECEL1	2	232482458	SeqId_7076_17
SeqId_7081_2	O00481	BTN3A1	6	26402237	SeqId_7081_2
SeqId_7082_2	Q6ZMB0	B3GNT6	11	77034398	SeqId_7082_2
SeqId_7083_74	O95460	MATN4	20	45305591	SeqId_7083_74
SeqId_7084_1	Q8NBI3	DRAXIN	1	11691710	SeqId_7084_1
SeqId_7085_81	Q15517	CDSN	6	31120446	SeqId_7085_81
SeqId_7089_42	Q9BT88	SYT11	1	155859567	SeqId_7089_42
SeqId_7090_17	Q10472	GALNT1	18	35581117	SeqId_7090_17
SeqId_7092_7	Q8N807	PDILT	16	20404556	SeqId_7092_7
SeqId_7096_30	Q96DB5	RMDN1	8	86474914	SeqId_7096_30
SeqId_7099_33	Q8N475	FSTL5	4	161500074	SeqId_7099_33
SeqId_7100_31	P06729	CD2	1	116754430	SeqId_7100_31
SeqId_7104_71	Q86V35	CABP7	22	29720003	SeqId_7104_71
SeqId_7105_7	Q9BTV7	CABLES2	20	62396331	SeqId_7105_7
SeqId_7106_37	Q86WS3	OOSP2	11	60040409	SeqId_7106_37
SeqId_7108_7	O75264	SMIM24	19	3478488	SeqId_7108_7
SeqId_7110_2	Q9UBS4	DNAJB11	3	186567403	SeqId_7110_2
SeqId_7113_1	Q9HAV7	GRPEL1	4	7064341	SeqId_7113_1
SeqId_7115_5	P04279	SEMG1	20	45207033	SeqId_7115_5
SeqId_7116_31	Q8IYS5	OSCAR	19	54100792	SeqId_7116_31
SeqId_7117_21	O75830	SERPINI2	3	167447005	SeqId_7117_21
SeqId_7118_24	Q8IVU1	IGDCC3	15	65334641	SeqId_7118_24
SeqId_7121_2	O43581	SYT7	11	61533103	SeqId_7121_2
SeqId_7123_25	Q86TS9	MRPL52	14	22829879	SeqId_7123_25
SeqId_7124_18	Q9HBE4	IL21	4	122618894	SeqId_7124_18
SeqId_7127_3	P02652	APOA2	1	161223408	SeqId_7127_3
SeqId_7128_9	Q5GFL6	VWA2	10	114239254	SeqId_7128_9
SeqId_7130_4	Q6ISS4	LAIR2	19	54497879	SeqId_7130_4
SeqId_7132_55	Q86Z23	C1QL4	12	49337188	SeqId_7132_55
SeqId_7137_8	Q9UJ68	MSRA	8	10054292	SeqId_7137_8
SeqId_7140_1	P08217	CELA2A	1	15456728	SeqId_7140_1
SeqId_7141_21	Q9UQ53	MGAT4B	5	179798835	SeqId_7141_21
SeqId_7142_5	P15169	CPN1	10	100065394	SeqId_7142_5
SeqId_7143_9	Q8N0V5	GCNT2	6	10492223	SeqId_7143_9
SeqId_7144_234	Q96I82	KAZALD1	10	101061841	SeqId_7144_234
SeqId_7145_1	Q06033	ITIH3	3	52794768	SeqId_7145_1
SeqId_7146_16	P13667	PDIA4	7	149006283	SeqId_7146_16
SeqId_7147_35	Q8IUA0	WFDC8	20	45579326	SeqId_7147_35
SeqId_7148_42	Q9BQD7	FAM173A	16	720581	SeqId_7148_42
SeqId_7153_66	Q9NPE2	NGRN	15	90265659	SeqId_7153_66
SeqId_7154_92	Q6P5S2	LEG1	6	127519455	SeqId_7154_92
SeqId_7155_46	P20851	C4BPB	1	207088860	SeqId_7155_46
SeqId_7156_2	Q6P4F1	FUT10	8	33377556	SeqId_7156_2
SeqId_7157_22	Q9UN74	PCDHA4	5	140806929	SeqId_7157_22
SeqId_7161_25	O95479	H6PD	1	9234775	SeqId_7161_25
SeqId_7163_26	Q9GZZ8	LACRT	12	54633201	SeqId_7163_26
SeqId_7167_102	Q9P0L0	VAPA	18	9914002	SeqId_7167_102
SeqId_7173_141	Q8N3T6	TMEM132C	12	128267403	SeqId_7173_141
SeqId_7178_59	Q9NTK1	DEPP	10	44978789	SeqId_7178_59
SeqId_7179_69	O94856	NFASC	1	204828651	SeqId_7179_69
SeqId_7180_114	P01570	IFNA14	9	21240005	SeqId_7180_114
SeqId_7181_17	O95292	VAPB	20	58389229	SeqId_7181_17
SeqId_7183_102	Q6UXH0	C19orf80	19	11237450	SeqId_7183_102
SeqId_7184_13	Q14002	CEACAM7	19	41688167	SeqId_7184_13
SeqId_7185_29	P40197	GP5	3	194398354	SeqId_7185_29
SeqId_7186_111	Q13277	STX3	11	59713456	SeqId_7186_111
SeqId_7187_3	Q5SGD2	PPM1L	3	160755602	SeqId_7187_3
SeqId_7189_55	Q7LGC8	CHST3	10	71964395	SeqId_7189_55
SeqId_7191_32	Q14BN4	SLMAP	3	57755450	SeqId_7191_32
SeqId_7192_37	Q8IU57	IFNLR1	1	24187248	SeqId_7192_37
SeqId_7193_98	Q9H158	PCDHAC1	5	140926369	SeqId_7193_98
SeqId_7194_36	Q9Y639	NPTN	15	73563492	SeqId_7194_36
SeqId_7197_2	Q9Y5T4	DNAJC15	13	43023203	SeqId_7197_2
SeqId_7198_197	O75063	FAM20B	1	179025804	SeqId_7198_197
SeqId_7199_3	O14994	SYN3	22	32519686	SeqId_7199_3
SeqId_7200_4	Q9ULH4	LRFN2	6	40587364	SeqId_7200_4
SeqId_7201_5	Q9H1K1	ISCU	12	108562582	SeqId_7201_5
SeqId_7202_107	Q9H3T2	SEMA6C	1	151132868	SeqId_7202_107
SeqId_7203_125	Q9Y644	RFNG	17	82050514	SeqId_7203_125
SeqId_7204_1	Q3KPI0	CEACAM21	19	41549518	SeqId_7204_1
SeqId_7206_20	P09467	FBP1	9	94638413	SeqId_7206_20
SeqId_7207_4	Q13123	IK	5	140647058	SeqId_7207_4
SeqId_7208_60	Q9UBM8	MGAT4C	12	86049723	SeqId_7208_60
SeqId_7210_25	P51693	APLP1	19	35867899	SeqId_7210_25
SeqId_7211_2	P07998	RNASE1	14	20802406	SeqId_7211_2
SeqId_7215_18	P00387	CYB5R3	22	42633348	SeqId_7215_18
SeqId_7218_87	P14415	ATP1B2	17	7646627	SeqId_7218_87
SeqId_7221_56	Q07065	CKAP4	12	106248020	SeqId_7221_56
SeqId_7223_60	Q99584	S100A13	1	153627048	SeqId_7223_60
SeqId_7224_11	Q6PIZ9	TRAT1	3	108822770	SeqId_7224_11
SeqId_7227_75	O43405	COCH	14	30874514	SeqId_7227_75
SeqId_7228_2	Q969X2	ST6GALNAC6	9	127897408	SeqId_7228_2
SeqId_7231_37	Q6ZMR5	TMPRSS11A	4	67946564	SeqId_7231_37
SeqId_7233_73	O15547	P2RX6	22	21009808	SeqId_7233_73
SeqId_7234_12	Q8IYK4	COLGALT2	1	183936924	SeqId_7234_12
SeqId_7240_2	Q14703	MBTPS1	16	84058044	SeqId_7240_2
SeqId_7242_14	Q8IW00	VSTM4	10	49077291	SeqId_7242_14
SeqId_7244_16	Q9H665	IGFLR1	19	35740549	SeqId_7244_16
SeqId_7245_2	O95319	CELF2	10	10798397	SeqId_7245_2
SeqId_7246_4	Q5SZK8	FREM2	13	38687077	SeqId_7246_4
SeqId_7247_1	Q5T7V8	GORAB	1	170532129	SeqId_7247_1
SeqId_7249_307	Q9HD36	BCL2L10	15	52112768	SeqId_7249_307
SeqId_7251_64	Q9BXJ4	C1QTNF3	5	34024418	SeqId_7251_64
SeqId_7253_6	Q96PU8	QKI	6	163414000	SeqId_7253_6
SeqId_7257_18	Q96A98	PTH2	19	49423441	SeqId_7257_18
SeqId_7258_5	P13727	PRG2	11	57390629	SeqId_7258_5
SeqId_7262_191	Q8NCH0	CHST14	15	40470998	SeqId_7262_191
SeqId_7265_32	P61366	OSTN	3	191199241	SeqId_7265_32
SeqId_7266_4	Q86WD7	SERPINA9	14	94475985	SeqId_7266_4
SeqId_7267_2	O15270	SPTLC2	14	77552192	SeqId_7267_2
SeqId_7551_33	Q14392	LRRC32	11	76665971	SeqId_7551_33
SeqId_7624_19	Q01484	ANK2	4	112818032	SeqId_7624_19
SeqId_7625_27	P27348	YWHAQ	2	9620701	SeqId_7625_27
SeqId_7628_40	Q96HD1	CRELD1	3	9933816	SeqId_7628_40
SeqId_7638_30	Q12907	LMAN2	5	177334552	SeqId_7638_30
SeqId_7648_9	Q00872	MYBPC1	12	101568353	SeqId_7648_9
SeqId_7655_11	P16860	NPPB	1	11858945	SeqId_7655_11
SeqId_7696_3	Q14596	NBR1	17	43170481	SeqId_7696_3
SeqId_7717_95	P13569	CFTR	7	117287120	SeqId_7717_95
SeqId_7732_45	O75379	VAMP4	1	171742060	SeqId_7732_45
SeqId_7736_28	Q96PE5	OPALIN	10	96353455	SeqId_7736_28
SeqId_7737_76	P18564	ITGB6	2	160112110	SeqId_7737_76
SeqId_7738_299	P32856	STX2	12	130801460	SeqId_7738_299
SeqId_7741_111	Q92541	RTF1	15	41408408	SeqId_7741_111
SeqId_7742_11	Q8N7C7	RNF148	7	122702912	SeqId_7742_11
SeqId_7743_5	Q3ZCQ8	TIMM50	19	39480412	SeqId_7743_5
SeqId_7745_3	Q9NZ45	CISD1	10	58269162	SeqId_7745_3
SeqId_7748_11	P19404	NDUFV2	18	9102630	SeqId_7748_11
SeqId_7751_121	Q96HF1	SFRP2	4	153789083	SeqId_7751_121
SeqId_7752_31	Q8WXI8	CLEC4D	12	8509475	SeqId_7752_31
SeqId_7753_21	Q9BUP3	HTATIP2	11	20363685	SeqId_7753_21
SeqId_7754_11	P78504	JAG1	20	10641276	SeqId_7754_11
SeqId_7755_37	P18084	ITGB5	3	124770182	SeqId_7755_37
SeqId_7757_5	P01906	HLA-DQA2	6	32741391	SeqId_7757_5
SeqId_7758_217	Q9Y6U7	RNF215	22	30374878	SeqId_7758_217
SeqId_7761_125	Q9Y259	CHKB	22	50580253	SeqId_7761_125
SeqId_7763_25	P55287	CDH11	16	64972949	SeqId_7763_25
SeqId_7766_25	Q12836	ZP4	1	237890794	SeqId_7766_25
SeqId_7767_1	Q6UWE3	CLPSL2	6	35776594	SeqId_7767_1
SeqId_7769_29	P78314	SH3BP2	4	2793071	SeqId_7769_29
SeqId_7770_25	Q9UMS0	NFU1	2	69415299	SeqId_7770_25
SeqId_7776_20	Q8IZJ1	UNC5B	10	71212570	SeqId_7776_20
SeqId_7778_104	Q96LW7	C9orf89	9	93096217	SeqId_7778_104
SeqId_7779_86	Q9NPF2	CHST11	12	104455295	SeqId_7779_86
SeqId_7782_34	P56851	EDDM3B	14	20768404	SeqId_7782_34
SeqId_7784_1	P01042	KNG1	3	186717348	SeqId_7784_1
SeqId_7785_1	Q15768	EFNB3	17	7705202	SeqId_7785_1
SeqId_7786_83	Q92478	CLEC2B	12	9854849	SeqId_7786_83
SeqId_7787_25	A6NI73	LILRA5	19	54311663	SeqId_7787_25
SeqId_7788_1	P18859	ATP5J	21	25734904	SeqId_7788_1
SeqId_7790_21	P15018	LIF	22	30246739	SeqId_7790_21
SeqId_7792_58	Q9GZT6	CCDC90B	11	83267472	SeqId_7792_58
SeqId_7795_14	Q07444	KLRC3	12	10420550	SeqId_7795_14
SeqId_7796_10	P11912	CD79A	19	41877279	SeqId_7796_10
SeqId_7797_11	Q9P0B6	CCDC167	6	37499893	SeqId_7797_11
SeqId_7803_4	O43916	CHST1	11	45649634	SeqId_7803_4
SeqId_7805_52	O95249	GOSR1	17	30477362	SeqId_7805_52
SeqId_7806_33	Q9UBV7	B4GALT7	5	177600132	SeqId_7806_33
SeqId_7808_5	O94923	GLCE	15	69160584	SeqId_7808_5
SeqId_7809_22	Q9BWV2	SPATA9	5	95682991	SeqId_7809_22
SeqId_7810_20	Q9BXJ0	C1QTNF5	11	119340567	SeqId_7810_20
SeqId_7813_6	P05187	ALPP	2	232378724	SeqId_7813_6
SeqId_7815_49	Q8WX77	IGFBPL1	9	38424454	SeqId_7815_49
SeqId_7818_101	Q6ZN66	GBP6	1	89364058	SeqId_7818_101
SeqId_7821_6	Q13901	C1D	2	68046568	SeqId_7821_6
SeqId_7822_11	Q9NWW9	HRASLS2	11	63563379	SeqId_7822_11
SeqId_7823_22	Q9UJ37	ST6GALNAC2	17	76570633	SeqId_7823_22
SeqId_7824_88	Q8IXL7	MSRB3	12	65278643	SeqId_7824_88
SeqId_7825_7	Q8N2K0	ABHD12	20	25309498	SeqId_7825_7
SeqId_7826_1	Q9C098	DCLK3	3	36729795	SeqId_7826_1
SeqId_7827_20	Q8TC27	ADAM32	8	39106990	SeqId_7827_20
SeqId_7835_2	O60238	BNIP3L	8	26383054	SeqId_7835_2
SeqId_7838_27	Q99954	SMR3A	4	70360760	SeqId_7838_27
SeqId_7839_99	Q7Z5A8	FAM19A3	1	112720419	SeqId_7839_99
SeqId_7841_84	Q96AP7	ESAM	11	124757529	SeqId_7841_84
SeqId_7842_52	O75920	SERF1A	5	70025247	SeqId_7842_52
SeqId_7846_44	Q9UQ72	PSG11	19	43010706	SeqId_7846_44
SeqId_7849_3	Q16769	QPCT	2	37342827	SeqId_7849_3
SeqId_7850_1	Q96KJ9	COX4I2	20	31637912	SeqId_7850_1
SeqId_7851_30	Q86W74	ANKRD46	8	100533325	SeqId_7851_30
SeqId_7852_9	Q9H2K0	MTIF3	13	27440475	SeqId_7852_9
SeqId_7853_19	O75880	SCO1	17	10697527	SeqId_7853_19
SeqId_7854_38	Q68D85	NCR3LG1	11	17351800	SeqId_7854_38
SeqId_7856_51	Q8WW52	FAM151A	1	54623525	SeqId_7856_51
SeqId_7857_22	P30990	NTS	12	85874295	SeqId_7857_22
SeqId_7859_21	Q9UN70	PCDHGC3	5	141475947	SeqId_7859_21
SeqId_7860_9	Q5GLZ8	HERC4	10	67956861	SeqId_7860_9
SeqId_7861_9	Q01974	ROR2	9	91775781	SeqId_7861_9
SeqId_7864_3	Q9NYZ4	SIGLEC8	19	51457809	SeqId_7864_3
SeqId_7865_126	P53816	PLA2G16	11	63598715	SeqId_7865_126
SeqId_7866_11	Q96LL9	DNAJC30	7	73683453	SeqId_7866_11
SeqId_7867_154	Q9NSC7	ST6GALNAC1	17	76626391	SeqId_7867_154
SeqId_7871_16	Q24JP5	TMEM132A	11	60924463	SeqId_7871_16
