id	trait	prot_name
LAMA1.LAMB1.LAMC1.2728.62.2	"P07942	LAMA1
LAMA4.6577.64.3	Q16363	LAMA4
LAMC2.9580.5.3	Q13753	LAMC2
LAMP3.9355.26.3	Q9UQV4	LAMP3
LAMTOR3.12490.92.3	Q9UHA4	LAMTOR3
LARGE.7935.26.3	O95461	LARGE
LAT.10551.7.3	O43561	LAT
LAT2.5613.75.3	Q9GZY6	LAT2
LAYN.2635.61.2	Q6UX15	LAYN
LCK.3452.17.2	P06239	LCK
LCK.4560.34.2	P06239	LCK
LCMT1.4237.70.3	Q9UIC8	LCMT1
LCN1.11708.2.3	P31025	LCN1
LCN10.13007.66.3	Q6JVE6	LCN10
LCN2.2836.68.2	P80188	LCN2
LCN8.5643.2.3	Q6JVE9	LCN8
LCORL.4304.18.2	Q8N3X6	LCORL
LCP1.9749.190.3	P13796	LCP1
LCT.9017.58.3	P09848	LCT
LCTL.10890.135.3	Q6UWM7	LCTL
LDHB.3890.8.2	P07195	LDHB
LDHC.9828.86.3	P07864	LDHC
LDLR.13129.40.3	P01130	LDLR
LDOC1.8378.3.4	O95751	LDOC1
LECT1.9928.125.3	O75829	LECT1
LEMD1.8040.9.3	Q68G75	LEMD1
LEP.2575.5.5	P41159	LEP
LEP.8484.24.3	P41159	LEP
LEP.8484.8.3	P41159	LEP
LEPR.5400.52.3	P48357	LEPR
LEPR.9566.103.3	P48357	LEPR
LGALS1.8046.9.3	P09382	LGALS1
LGALS2.3033.57.1	P05162	LGALS2
LGALS4.2982.82.2	P56470	LGALS4
LGALS7.9196.8.3	P47929	LGALS7
LGALS7.9400.40.3	P47929	LGALS7
LGALS8.4909.68.1	O00214	LGALS8
LGALS9.9197.4.3	O00182	LGALS9
LGI3.8003.57.3	Q8N145	LGI3
LGMN.3622.33.4	Q99538	LGMN
LHB.8376.25.4	P01229	LHB
LIF.7790.21.3	P15018	LIF
LIFR.5837.49.3	P42702	LIFR
LILRA4.8299.66.3	P59901	LILRA4
LILRA5.7787.25.3	A6NI73	LILRA5
LILRA5.8766.29.3	A6NI73	LILRA5
LILRA6.7059.14.3	Q6PI73	LILRA6
LILRB1.5090.49.2	Q8NHL6	LILRB1
LILRB2.5091.28.3	Q8N423	LILRB2
LILRB2.5633.65.3	Q8N423	LILRB2
LILRB3.11334.7.3	O75022	LILRB3
LILRB4.6453.70.3	Q8NHJ6	LILRB4
LILRB5.7015.8.3	O75023	LILRB5
LIN7B.4238.4.2	Q9HAP6	LIN7B
LINGO1.6620.82.3	Q96FE5	LINGO1
LINGO3.10827.67.3	P0C6S8	LINGO3
LIPF.9353.8.3	P07098	LIPF
LIPK.6413.79.3	Q5VXJ0	LIPK
LIPN.8097.77.3	Q5VXI9	LIPN
LMAN2.7638.30.3	Q12907	LMAN2
LMAN2.9468.8.3	Q12907	LMAN2
LMAN2L.8013.9.3	Q9H0V9	LMAN2L
LMCD1.9530.6.3	Q9NZU5	LMCD1
LMNB1.3889.64.2	P20700	LMNB1
LMOD1.12504.26.3	P29536	LMOD1
LOC652493.6561.77.3		LOC652493
LONP1.6398.12.3	P36776	LONP1
LOXL2.6504.65.3	Q9Y4K0	LOXL2
LPAL2.9246.1.3	Q16609	LPAL2
LPCAT2.11175.45.3	Q7L5N7	LPCAT2
LPO.4801.13.3	P22079	LPO
LRCH4.11252.30.3	O75427	LRCH4
LRCH4.8984.28.3	O75427	LRCH4
LRFN1.7910.41.3	Q9P244	LRFN1
LRFN2.7200.4.3	Q9ULH4	LRFN2
LRIG3.3322.52.2	Q6UXM1	LRIG3
LRIT2.11716.28.3	A6NDA9	LRIT2
LRIT3.11534.6.3	Q3SXY7	LRIT3
LRIT3.11919.84.3	Q3SXY7	LRIT3
LRMP.10704.91.3	Q12912	LRMP
LRP1.10699.52.3	Q07954	LRP1
LRP1.8601.167.3	Q07954	LRP1
LRP1.9182.3.3	Q07954	LRP1
LRP1B.11275.94.3	Q9NZR2	LRP1B
LRP1B.7640.29.3	Q9NZR2	LRP1B
LRP8.3323.37.1	Q14114	LRP8
LRPAP1.3640.14.3	P30533	LRPAP1
LRPAP1.8829.4.3	P30533	LRPAP1
LRPPRC.9046.46.3	P42704	LRPPRC
LRRC15.6557.50.3	Q8TF66	LRRC15
LRRC19.7014.27.3	Q9H756	LRRC19
LRRC3.6917.49.3	Q9BY71	LRRC3
LRRC37A2.8897.3.3	A6NM11	LRRC37A2
LRRC4B.11911.13.3	Q9NT99	LRRC4B
LRRC4C.9369.174.3	Q9HCJ2	LRRC4C
LRRC74A.8389.8.3	Q0VAA2	LRRC74A
LRRK2.10990.21.3	Q5S007	LRRK2
LRRN1.11293.14.3	Q6UXK5	LRRN1
LRRN1.11586.2.3	Q6UXK5	LRRN1
LRRN3.10471.25.3	Q9H3W5	LRRN3
LRRTM1.4452.9.2	Q86UE6	LRRTM1
LRRTM2.6904.14.3	O43300	LRRTM2
LRRTM4.6572.10.3	Q86VH4	LRRTM4
LRRTM4.8646.61.3	Q86VH4	LRRTM4
LRTM1.9368.64.3	Q9HBL6	LRTM1
LRTM2.8906.60.3	Q8N967	LRTM2
LSAMP.2999.6.2	Q13449	LSAMP
LST1.9531.24.3	O00453	LST1
LTA.4703.87.2	P01374	LTA
LTA.LTB.3506.49.1	"P01374	LTA
LTA4H.3204.2.2	P09960	LTA4H
LTBP4.13133.73.3	Q8N2S1	LTBP4
LTBR.2636.10.2	P36941	LTBR
LTF.2780.35.2	P02788	LTF
LTF.2795.23.3	P02788	LTF
LY6G6C.6256.9.3	O95867	LY6G6C
LY6G6D.6469.62.3	O95868	LY6G6D
LY86.3623.84.4	O95711	LY86
LY9.3324.51.1	Q9HBG7	LY9
LYG1.9243.10.3	Q8N1E2	LYG1
LYN.3381.24.2	P07948	LYN
LYN.3453.87.2	P07948	LYN
LYPD3.13107.9.3	O95274	LYPD3
LYPLAL1.12428.2.3	Q5VWZ2	LYPLAL1
LYSMD3.10563.13.3	Q7Z3D4	LYSMD3
LYSMD4.9106.87.3	Q5XG99	LYSMD4
LYZ.4920.10.1	P61626	LYZ
LYZL2.6377.54.3	Q7Z4W2	LYZL2
M6PR.10491.21.3	P20645	M6PR
MACROD1.13653.335.3	Q9BQ69	MACROD1
MAD1L1.13618.15.3	Q9Y6D9	MAD1L1
MADCAM1.11258.41.3	Q13477	MADCAM1
MAGEA10.13610.9.3	P43363	MAGEA10
MAGEA3.12576.21.3	P43357	MAGEA3
MAGEB10.11456.2.3	Q96LZ2	MAGEB10
MAGI2.14066.49.3	Q86UL8	MAGI2
MAMDC2.6119.14.3	Q7Z304	MAMDC2
MAN1A1.11291.73.3	P33908	MAN1A1
MAN1A2.9077.10.3	O60476	MAN1A2
MAN1B1.7071.23.4	Q9UKM7	MAN1B1
MAN2B2.9251.28.3	Q9Y2E5	MAN2B2
MANBA.6382.17.3	O00462	MANBA
MANEA.8014.359.3	Q5SRI9	MANEA
MANSC1.9557.5.3	Q9H8J5	MANSC1
MANSC4.9578.263.3	A6NHS7	MANSC4
MAP2K1.2864.2.3	Q02750	MAP2K1
MAP2K3.6151.18.3	P46734	MAP2K3
MAP2K4.5242.37.3	P45985	MAP2K4
MAP3K3.12990.39.3	Q99759	MAP3K3
MAP3K7.TAB1.5259.2.3	"O43318	MAP3K7
MAPK1.3115.64.2	P28482	MAPK1
MAPK13.5006.71.1	O15264	MAPK13
MAPK14.5007.1.1	Q16539	MAPK14
MAPK3.2855.49.2	P27361	MAPK3
MAPK8.3825.18.2	P45983	MAPK8
MAPK9.5244.12.3	P45984	MAPK9
MAPKAPK2.3820.68.2	P49137	MAPKAPK2
MAPKAPK3.3822.54.2	Q16644	MAPKAPK3
MAPKAPK5.3821.28.1	Q8IW41	MAPKAPK5
MAPKAPK5.8382.47.3	Q8IW41	MAPKAPK5
MASP1.3605.77.4	P48740	MASP1
MATK.3823.9.1	P42679	MATK
MATN2.3325.2.2	O00339	MATN2
MATN3.3208.2.4	O15232	MATN3
MATN4.7083.74.3	O95460	MATN4
MAZ.13436.54.3	P56270	MAZ
MB.3042.7.2	P02144	MB
MBD4.3891.56.1	O95243	MBD4
MBL2.3000.66.1	P11226	MBL2
MCEE.9388.18.3	Q96PE7	MCEE
MCEMP1.6283.60.3	Q8IX19	MCEMP1
MCF2L.13934.3.3	O15068	MCF2L
MCFD2.10476.23.3	Q8NI22	MCFD2
MCL1.10358.33.3	Q07820	MCL1
MCTS1.12488.9.3	Q9ULC4	MCTS1
MDH1.3853.56.1	P40925	MDH1
MDK.2911.27.2	P21741	MDK
MDM1.7898.29.3	Q8TC05	MDM1
MDM2.4245.80.2	Q00987	MDM2
MED1.3892.21.2	Q15648	MED1
MED1.5470.69.2	Q15648	MED1
MED4.14021.81.3	Q9NPJ6	MED4
MEF2C.8933.84.3	Q06413	MEF2C
MEGF10.11168.3.3	Q96KG7	MEGF10
MENT.5744.12.3	Q9BUN1	MENT
MEPE.3209.69.1	Q9NQ76	MEPE
MESDC2.5594.87.3	Q14696	MESDC2
MET.2837.3.2	P08581	MET
METTL1.12514.16.3	Q9UBP6	METTL1
MFAP1.5606.24.3	P55081	MFAP1
MFAP2.9294.45.3	P55001	MFAP2
MFAP4.5636.10.3	P55083	MFAP4
MFAP5.6440.31.3	Q13361	MFAP5
MFGE8.4455.89.2	Q08431	MFGE8
MFN1.11364.18.3	Q8IWA4	MFN1
MFNG.5605.77.3	O00587	MFNG
MGA.11587.5.3	Q8IWI9	MGA
MGAT1.10571.14.3	P26572	MGAT1
MGAT2.6909.40.3	Q10469	MGAT2
MGAT4B.7141.21.3	Q9UQ53	MGAT4B
MGAT4C.7208.60.3	Q9UBM8	MGAT4C
MIA.2687.2.1	Q16674	MIA
MICALL2.12891.1.3	Q8IY33	MICALL2
MICB.5102.55.3	Q29980	MICB
MID2.14249.68.3	Q9UJV3	MID2
MIF.5356.2.3	P14174	MIF
MILR1.11173.29.3	Q7Z6M3	MILR1
MINOS1.7956.11.3	Q5TGZ0	MINOS1
MINPP1.5586.66.3	Q9UNW1	MINPP1
MLEC.6285.71.3	Q14165	MLEC
MLL2.13623.4.3	O14686	MLL2
MLN.5631.83.3	P12872	MLN
MLYCD.11538.216.3	O95822	MLYCD
MMEL1.3627.71.4	Q495T6	MMEL1
MMGT1.7225.51.3	Q8N4V1	MMGT1
MMP10.3743.1.2	P09238	MMP10
MMP10.8479.4.3	P09238	MMP10
MMP12.4496.60.2	P39900	MMP12
MMP13.4925.54.2	P45452	MMP13
MMP14.5002.76.1	P50281	MMP14
MMP16.5268.49.3	P51512	MMP16
MMP16.9719.145.3	P51512	MMP16
MMP17.2838.53.1	Q9ULZ9	MMP17
MMP2.4160.49.1	P08253	MMP2
MMP7.8475.15.3	P09237	MMP7
MMP8.2954.56.2	P22894	MMP8
MMP9.2579.17.5	P14780	MMP9
MMRN2.11895.21.3	Q9H8L6	MMRN2
MMRN2.9723.105.3	Q9H8L6	MMRN2
MNX1.9576.58.3	P50219	MNX1
MOB1A.12426.19.3	Q9H8S9	MOB1A
MOCS3.14229.5.3	O95396	MOCS3
MPDZ.14036.116.3	O75970	MPDZ
MPG.12438.127.3	P29372	MPG
MPL.3473.78.2	P40238	MPL
MPO.2580.83.2	P05164	MPO
MPP6.13490.1.3	Q9NZW5	MPP6
MPP7.12732.13.3	Q5T2T1	MPP7
MPST.12686.15.3	P25325	MPST
MPZ.10615.18.3	P25189	MPZ
MRAP.7895.108.3	Q8TCY5	MRAP
MRAP2.10889.2.3	Q96G30	MRAP2
MRC1.2637.77.2	P22897	MRC1
MRC2.3041.55.2	Q9UBG0	MRC2
MRE11A.11319.106.3	P49959	MRE11A
MRPL14.8021.59.3	Q6P1L8	MRPL14
MRPL32.7982.10.3	Q9BYC8	MRPL32
MRPL33.13453.2.3	O75394	MRPL33
MRPL34.6933.20.3	Q9BQ48	MRPL34
MRPL52.7123.25.3	Q86TS9	MRPL52
MRRF.12355.223.3	Q96E11	MRRF
MRVI1.8255.34.3	Q9Y6F6	MRVI1
MSLN.3893.55.2	Q13421	MSLN
MSLN.3893.64.1	Q13421	MSLN
MSMB.10620.21.3	P08118	MSMB
MSMP.8080.24.3	Q1L6U9	MSMP
MSR1.11207.3.3	P21757	MSR1
MSR1.3684.78.3	P21757	MSR1
MSRA.7137.8.3	Q9UJ68	MSRA
MSRB3.7824.88.3	Q8IXL7	MSRB3
MST1R.2640.3.2	Q04912	MST1R
MSTN.12077.32.3	O14793	MSTN
MSTN.14583.49.3	O14793	MSTN
MT1F.10416.79.3	P04733	MT1F
MTAP.9910.9.3	Q13126	MTAP
MTCP1.12916.3.3	P56278	MTCP1
MTFR1.9095.5.3	Q15390	MTFR1
MTHFS.14107.1.3	P49914	MTHFS
MTMR1.11167.6.3	Q13613	MTMR1
MTPAP.9028.5.3	Q9NVV4	MTPAP
MTRF1L.11134.30.3	Q9UGC7	MTRF1L
MUC1.11267.11.3	P15941	MUC1
MUC1.9176.3.3	P15941	MUC1
MUC4.10659.49.3	Q99102	MUC4
MUL1.11159.14.3	Q969V5	MUL1
MUL1.9315.16.3	Q969V5	MUL1
MUSK.11547.84.3	O15146	MUSK
MUTYH.10030.8.3	Q9UIF7	MUTYH
MXI1.9035.2.3	P50539	MXI1
MXRA7.8005.1.3	P84157	MXRA7
MXRA8.10521.10.3	Q9BRK3	MXRA8
MXRA8.7002.1.3	Q9BRK3	MXRA8
MYBPC1.7648.9.3	Q00872	MYBPC1
MYC.10362.35.3	P01106	MYC
MYCT1.13541.1.3	Q8N699	MYCT1
MYO6.9894.13.3	Q9UM54	MYO6
MYOM2.13534.20.3	P54296	MYOM2
MYRF.8843.34.3	Q9Y2G1	MYRF
MYSM1.11536.9.3	Q5VVJ2	MYSM1
MYZAP.13924.13.3	P0CAP1	MYZAP
MYZAP.9055.81.3	P0CAP1	MYZAP
MYZAP.9964.10.3	P0CAP1	MYZAP
MZF1.14662.6.3	P28698	MZF1
MZT1.8072.19.3	Q08AG7	MZT1
N6AMT1.11096.57.3	Q9Y5N5	N6AMT1
NAAA.3173.49.2	Q02083	NAAA
NAALAD2.7986.98.3	Q9Y3Q0	NAALAD2
NAB1.13933.276.3	Q13506	NAB1
NAB2.13680.3.3	Q15742	NAB2
NADK.13624.17.3	O95544	NADK
NAGK.3894.15.2	Q9UJ70	NAGK
NAGPA.11208.15.3	Q9UK23	NAGPA
NAGS.11247.20.3	Q8N159	NAGS
NAMPT.5011.11.1	P43490	NAMPT
NAP1L2.13529.39.3	Q9ULW6	NAP1L2
NAPB.12655.30.3	Q9H115	NAPB
NAT1.12632.14.3	P18440	NAT1
NAT14.11120.49.3	Q8WUY8	NAT14
NBL1.2944.66.2	P41271	NBL1
NBR1.7696.104.3	Q14596	NBR1
NBR1.7696.3.3	Q14596	NBR1
NCAM1.4498.62.2	P13591	NCAM1
NCAM1.7746.230.3	P13591	NCAM1
NCAM2.6507.16.3	O15394	NCAM2
NCF2.10047.12.3	P19878	NCF2
NCL.13655.34.3	P19338	NCL
NCMAP.14614.41.3	Q5T1S8	NCMAP
NCOA2.14045.12.3	Q15596	NCOA2
NCR1.5104.57.3	O76036	NCR1
NCR1.8360.169.3	O76036	NCR1
NCR2.2734.49.4	O95944	NCR2
NCR3.3003.29.2	O14931	NCR3
NCR3LG1.7854.38.3	Q68D85	NCR3LG1
NDC80.12730.3.3	O14777	NDC80
NDNF.6604.59.3	Q8TB73	NDNF
NDRG4.7934.11.3	Q9ULP0	NDRG4
NDST1.6927.7.3	P52848	NDST1
NDUFB11.7747.47.3	Q9NX14	NDUFB11
NDUFB4.10677.9.3	O95168	NDUFB4
NDUFB8.9800.20.3	O95169	NDUFB8
NDUFS4.10584.7.3	O43181	NDUFS4
NDUFV2.7748.11.3	P19404	NDUFV2
NEFH.9900.36.3	P12036	NEFH
NEGR1.13109.82.3	Q7Z3B1	NEGR1
NEGR1.7050.5.3	Q7Z3B1	NEGR1
NELL1.6544.33.3	Q92832	NELL1
NELL2.6022.57.3	Q99435	NELL2
NENF.9219.70.3	Q9UMX5	NENF
NEO1.8900.28.3	Q92859	NEO1
NET1.14260.112.3	Q7Z628	NET1
NETO1.5639.49.3	Q8TDF5	NETO1
NETO2.10562.42.3	Q8NC67	NETO2
NEURL1.13604.27.3	O76050	NEURL1
NEURL4.13468.5.3	Q96JN8	NEURL4
NFASC.7179.69.3	O94856	NFASC
NFE2L1.11154.3.3	Q14494	NFE2L1
NFU1.7770.25.3	Q9UMS0	NFU1
NGF.5801.72.3	P01138	NGF
NGFR.8374.5.3	P08138	NGFR
NGFR.8949.3.3	P08138	NGFR
NGRN.7153.66.3	Q9NPE2	NGRN
NHEJ1.11351.233.3	Q9H9Q4	NHEJ1
NHLRC3.9087.8.3	Q5JS37	NHLRC3
NHP2L1.13602.6.3	P55769	NHP2L1
NID1.3213.65.2	P14543	NID1
NID2.3633.70.5	Q14112	NID2
NIPAL4.12864.9.3	Q0D2K0	NIPAL4
NISCH.12738.43.3	Q9Y2I1	NISCH
NLGN1.8052.115.3	Q8N2Q7	NLGN1
NLGN4X.5357.60.3	Q8N0W4	NLGN4X
NLRP1.11661.11.3	Q9C000	NLRP1
NLRP10.12821.6.3	Q86W26	NLRP10
NLRP4.12794.6.3	Q96MN2	NLRP4
NMB.9321.400.3	P08949	NMB
NME1.5909.51.3	P15531	NME1
NME2.4249.64.2	P22392	NME2
NMES1.6406.3.3	Q9C002	NMES1
NMRAL1.13988.67.3	Q9HBL8	NMRAL1
NMT1.5196.7.3	P30419	NMT1
NOG.5846.24.3	Q13253	NOG
NoneX.13230.174.3	P01859	NoneX
NoneX.13231.90.3	P01861	NoneX
NOTCH1.5107.7.2	P46531	NOTCH1
NOTUM.8252.2.3	Q6P988	NOTUM
NOV.2737.22.2	P48745	NOV
NOVA1.12557.18.3	P51513	NOVA1
NPC2.6259.60.3	P61916	NPC2
NPDC1.10424.31.3	Q9NQX5	NPDC1
NPFF.5617.41.3	O15130	NPFF
NPIPB3.9954.2.3	Q92617	NPIPB3
NPLOC4.12993.21.3	Q8TAT6	NPLOC4
NPPA.5443.62.2	P01160	NPPA
NPPB.3723.1.2	P16860	NPPB
NPPB.7655.11.3	P16860	NPPB
NPS.6390.18.3	P0C0P6	NPS
NPTX1.9256.78.3	Q15818	NPTX1
NPTX2.6521.35.3	P47972	NPTX2
NPW.9986.14.3	Q8N729	NPW
NQO1.9837.60.3	P15559	NQO1
NQO2.9754.33.3	P16083	NQO2
NR1D1.5236.2.3	P20393	NR1D1
NR1D2.12885.42.3	Q14995	NR1D2
NR1H2.9016.12.3	P55055	NR1H2
NR3C1.2857.70.2	P04150	NR3C1
NR3C2.12931.16.3	P08235	NR3C2
NR4A1.8089.173.3	P22736	NR4A1
NR5A2.12444.39.3	O00482	NR5A2
NRAC.13464.8.3	Q8N912	NRAC
NRBP1.12616.45.3	Q9UHY1	NRBP1
NRCAM.5109.24.3	Q92823	NRCAM
NRG1.9178.30.3	Q02297	NRG1
NRG2.8060.7.3	O14511	NRG2
NRG4.14139.16.3	Q8WWG1	NRG4
NRN1.8806.18.3	Q9NPD7	NRN1
NRP1.3214.3.2	O14786	NRP1
NRP2.6590.54.3	O60462	NRP2
NRSN1.11654.77.3	Q8IZ57	NRSN1
NRXN1.5110.84.3	P58400	NRXN1
NRXN1.8971.9.3	Q9ULB1	NRXN1
NRXN2.8876.51.3	P58401	NRXN2
NRXN3.5111.15.3	Q9HDB5	NRXN3
NRXN3.7093.20.3	Q9HDB5	NRXN3
NRXN3.9799.3.3	Q9HDB5	NRXN3
NSDHL.8038.41.3	Q15738	NSDHL
NSF.13992.12.3	P46459	NSF
NSG1.7802.53.3	P42857	NSG1
NSG2.13409.9.3	Q9Y328	NSG2
NT5C.12560.9.3	Q8TCD5	NT5C
NT5E.6993.8.3	P21589	NT5E
NTF3.4145.58.2	P20783	NTF3
NTF4.4146.58.2	P34130	NTF4
NTMT1.12454.105.3	Q9BV86	NTMT1
NTN1.6634.4.3	O95631	NTN1
NTN1.6649.51.3	O95631	NTN1
NTN4.3327.27.1	Q9HB63	NTN4
NTNG1.5637.81.3	Q9Y2I2	NTNG1
NTRK1.3477.63.2	P04629	NTRK1
NTRK2.4866.59.2	Q16620	NTRK2
NTRK3.2658.27.1	Q16288	NTRK3
NTS.7857.22.3	P30990	NTS
NUDC.8887.21.3	Q9Y266	NUDC
NUDT12.13947.371.3	Q9BQG2	NUDT12
NUDT16L1.12497.29.3	Q9BRJ7	NUDT16L1
NUDT8.7872.5.3	Q8WV74	NUDT8
NUDT9.9482.110.3	Q9BW91	NUDT9
NUP210L.9606.4.3	Q5VU65	NUP210L
NXF1.12453.161.3	Q9UBU9	NXF1
NXPH1.4562.1.2	P58417	NXPH1
NXPH3.6054.6.3	O95157	NXPH3
NXT1.9942.2.3	Q9UKK6	NXT1
OAF.6414.8.3	Q86UD1	OAF
OAS1.10361.25.3	P00973	OAS1
OAZ1.9893.27.3	P54368	OAZ1
OBP2A.6526.77.3	Q9NY56	OBP2A
OBP2B.5680.54.3	Q9NPH6	OBP2B
OCIAD1.3635.76.4	Q9NX40	OCIAD1
OCRL.10011.65.3	Q01968	OCRL
ODC1.13689.2.3	P11926	ODC1
OLA1.12659.13.3	Q9NTK5	OLA1
OLFML3.8660.33.3	Q9NRN5	OLFML3
OLFML3.8660.5.3	Q9NRN5	OLFML3
OLR1.3636.37.4	P78380	OLR1
OMD.5358.3.3	Q99983	OMD
OPALIN.7736.28.3	Q96PE5	OPALIN
OPCML.3634.5.4	Q14982	OPCML
OPHN1.12591.27.3	O60890	OPHN1
ORC6L.12389.4.3	Q9Y5N6	ORC6L
OSBPL11.12878.60.3	Q9BXB4	OSBPL11
OSCAR.7116.31.3	Q8IYS5	OSCAR
OSM.14063.17.3	P13725	OSM
OSM.2693.20.3	P13725	OSM
OSMR.10892.8.3	Q99650	OSMR
OSTN.7265.32.3	P61366	OSTN
OTUB2.12493.42.3	Q96DC9	OTUB2
OXT.8257.71.3	P01178	OXT
P2RX6.7233.73.3	O15547	P2RX6
P4HA1.11645.9.3	P13674	P4HA1
P4HA2.11348.132.3	O15460	P4HA2
PABPC3.10447.18.3	Q9H361	PABPC3
PABPC4.12603.87.3	Q13310	PABPC4
PACAP.7780.34.3	Q8WU39	PACAP
PAFAH1B2.2642.4.1	P68402	PAFAH1B2
PAICS.9841.197.3	P22234	PAICS
PAIP1.12430.78.3	Q9H074	PAIP1
PAK3.3387.1.2	O75914	PAK3
PAK4.13719.19.3	O96013	PAK4
PAK7.3388.58.2	Q9P286	PAK7
PAM.5620.13.3	P19021	PAM
PANK3.12658.72.3	Q9H999	PANK3
PAPLN.11254.13.3	O95428	PAPLN
PAPOLG.8343.224.3	Q9BWT3	PAPOLG
PAPPA.4148.49.2	Q13219	PAPPA
PAPPA2.5756.66.3	Q9BXP8	PAPPA2
PAPSS1.14007.22.3	O43252	PAPSS1
PARK2.13013.41.3	O60260	PARK2
PARK7.5016.61.2	Q99497	PARK7
PARK7.9845.33.3	Q99497	PARK7
PARP1.10534.40.3	P09874	PARP1
PARP11.12882.7.3	Q9NR21	PARP11
PARP16.7881.244.3	Q8N5Y8	PARP16
PARVA.13434.172.3	Q9NVD7	PARVA
PATE1.8386.11.3	Q8WXA2	PATE1
PATE4.8065.245.3	P0C8F1	PATE4
PAX4.12398.15.3	O43316	PAX4
PAXIP1.12894.3.3	Q6ZW49	PAXIP1
PC.13990.1.3	P11498	PC
PCBD1.11313.100.3	P61457	PCBD1
PCBD2.6899.37.3	Q9H0N5	PCBD2
PCBP1.11458.30.3	Q15365	PCBP1
PCDH10.8780.2.3	Q9P2E7	PCDH10
PCDH10.9018.38.3	Q9P2E7	PCDH10
PCDH15.14228.1.3	Q96QU1	PCDH15
PCDH9.10558.26.3	Q9HC56	PCDH9
PCDHA4.10533.1.3	Q9UN74	PCDHA4
PCDHA4.7157.22.3	Q9UN74	PCDHA4
PCDHA7.8758.2.3	Q9UN72	PCDHA7
PCDHAC2.9361.7.3	Q9Y5I4	PCDHAC2
PCDHB1.9941.70.3	Q9Y5F3	PCDHB1
PCDHB10.9963.19.3	Q9UN67	PCDHB10
PCDHB2.10748.216.3	Q9Y5E7	PCDHB2
PCDHB4.10522.167.3	Q9Y5E5	PCDHB4
PCDHGA8.11259.71.3	Q9Y5G5	PCDHGA8
PCDHGC5.7983.1.3	Q9Y5F6	PCDHGC5
PCNA.2915.6.2	P12004	PCNA
PCOLCE.11237.49.3	Q15113	PCOLCE
PCOLCE2.6081.52.3	Q9UKZ9	PCOLCE2
PCSK1.13388.57.3	P29120	PCSK1
PCSK7.4459.68.2	Q16549	PCSK7
PCYOX1L.5599.88.3	Q8NBM8	PCYOX1L
PDCD1.9227.15.3	Q15116	PDCD1
PDCD1LG2.3004.67.2	Q9BQ51	PDCD1LG2
PDCD5.12517.52.3	O14737	PDCD5
PDCL2.14192.31.3	Q8N4E4	PDCL2
PDE1A.5253.1.1	P54750	PDE1A
PDE2A.5246.64.3	O00408	PDE2A
PDE3A.5254.69.3	Q14432	PDE3A
PDE4D.5255.22.3	Q08499	PDE4D
PDE6D.13491.40.3	O43924	PDE6D
PDE7A.5178.5.3	Q13946	PDE7A
PDE9A.5201.50.4	O76083	PDE9A
PDGFA.4499.21.1	P04085	PDGFA
PDGFB.4149.8.2	P01127	PDGFB
PDGFC.3828.54.2	Q9NRA1	PDGFC
PDGFD.9341.1.3	Q9GZP0	PDGFD
PDGFRA.10366.11.3	P16234	PDGFRA
PDGFRB.3459.49.2	P09619	PDGFRB
PDGFRL.9713.67.3	Q15198	PDGFRL
PDIA3.7832.181.3	P30101	PDIA3
PDIA5.5593.11.3	Q14554	PDIA5
PDILT.7092.7.3	Q8N807	PDILT
PDK1.5227.60.3	Q15118	PDK1
PDK2.12651.21.3	Q15119	PDK2
PDLIM4.12387.7.3	P50479	PDLIM4
PDRG1.12593.33.3	Q9NUG6	PDRG1
PDXK.11098.1.3	O00764	PDXK
PDXP.3897.61.1	Q96GD0	PDXP
PDZD11.6219.14.3	Q5EBL8	PDZD11
PDZK1IP1.8260.13.3	Q13113	PDZK1IP1
PEAR1.8275.31.3	Q5VY43	PEAR1
PEAR1.8892.14.3	Q5VY43	PEAR1
PECAM1.2695.25.1	P16284	PECAM1
PELI2.12702.13.3	Q9HAT8	PELI2
PENK.9076.25.3	P01210	PENK
PES1.4267.81.3	O00541	PES1
PEX14.8300.82.3	O75381	PEX14
PEX5.5915.58.3	P50542	PEX5
PF4V1.5663.18.3	P10720	PF4V1
PFDN5.4271.75.2	Q99471	PFDN5
PFN2.13054.87.3	P35080	PFN2
PGF.3078.1.2	P49763	PGF
PGK1.5020.50.1	P00558	PGK1
PGK2.13936.24.3	P07205	PGK2
PGLYRP1.3329.14.2	O75594	PGLYRP1
PGM1.9173.21.3	P36871	PGM1
PGRMC1.7863.50.3	O00264	PGRMC1
PGRMC2.10506.53.3	O15173	PGRMC2
PGRMC2.10631.9.3	O15173	PGRMC2
PGRMC2.8681.93.3	O15173	PGRMC2
PHF3.11544.39.3	Q92576	PHF3
PI15.5745.64.3	O43692	PI15
PI3.4982.54.1	P19957	PI3
PIANP.14114.18.3	Q8IYJ0	PIANP
PIANP.9599.6.3	Q8IYJ0	PIANP
PIGR.3216.2.2	P01833	PIGR
PIK3C2A.14028.22.3	O00443	PIK3C2A
PIK3CA.PIK3R1.3390.72.2	"P27986	PIK3CA
PIK3CG.3391.10.2	P48736	PIK3CG
PILRA.8683.119.3	Q9UKJ1	PILRA
PILRA.8825.4.3	Q9UKJ1	PILRA
PIM1.5359.65.3	P11309	PIM1
PIN4.12718.43.3	Q9Y237	PIN4
PIP4K2A.12697.30.3	P48426	PIP4K2A
PIR.13634.209.3	O00625	PIR
