id	prot_name	trait	file
13634	PIR	PIR	13634_209_PIR_PIR.txt.gz
13632	ZYX	Zyxin	13632_10_ZYX_Zyxin.txt.gz
13631	RBBP5	RB_binding_protein_5	13631_1_RBBP5_RB_binding_protein_5.txt.gz
13629	ATG4B	ATG4B	13629_25_ATG4B_ATG4B.txt.gz
13628	GRB14	GRB14	13628_58_GRB14_GRB14.txt.gz
13625	SSB	LA	13625_19_SSB_LA.txt.gz
13624	NADK	NADK	13624_17_NADK_NADK.txt.gz
13623	MLL2	MLL2	13623_4_MLL2_MLL2.txt.gz
13622	PPP2R5A	2A5A	13622_16_PPP2R5A_2A5A.txt.gz
13621	AP2A2	AP2A2	13621_31_AP2A2_AP2A2.txt.gz
13620	ASNA1	ASNA	13620_10_ASNA1_ASNA.txt.gz
13618	MAD1L1	MD1L1	13618_15_MAD1L1_MD1L1.txt.gz
13615	NCK2	NCK2	13615_60_NCK2_NCK2.txt.gz
13614	CREBBP	CREB_binding_protein	13614_6_CREBBP_CREB_binding_protein.txt.gz
13613	AK5	Adenylate_kinase_isoenzyme_5	13613_23_AK5_Adenylate_kinase_isoenzyme_5.txt.gz
13612	CYTIP	CYTIP	13612_7_CYTIP_CYTIP.txt.gz
13610	MAGEA10	MAGE_10	13610_9_MAGEA10_MAGE_10.txt.gz
13609	GTF2I	GTF2I	13609_11_GTF2I_GTF2I.txt.gz
13605	ANXA10	ANX10	13605_16_ANXA10_ANX10.txt.gz
13604	NEURL1	NEUL1	13604_27_NEURL1_NEUL1.txt.gz
13603	RFESD	RFESD	13603_7_RFESD_RFESD.txt.gz
13602	NHP2L1	NH2L1	13602_6_NHP2L1_NH2L1.txt.gz
13599	RABEPK	RABEK	13599_15_RABEPK_RABEK.txt.gz
13597	RAB31	RAB31	13597_20_RAB31_RAB31.txt.gz
13596	RAB27B	RB27B	13596_3_RAB27B_RB27B.txt.gz
13595	THTPA	THTPA	13595_20_THTPA_THTPA.txt.gz
13594	GGA1	GGA1	13594_158_GGA1_GGA1.txt.gz
13591	PRIM1	PRI1	13591_31_PRIM1_PRI1.txt.gz
13590	REXO2	ORN	13590_1_REXO2_ORN.txt.gz
13589	APBB3	APBB3	13589_10_APBB3_APBB3.txt.gz
13588	ANXA9	ANXA9	13588_11_ANXA9_ANXA9.txt.gz
13587	RACGAP1	RGAP1	13587_10_RACGAP1_RGAP1.txt.gz
13583	APAF1	Apaf_1	13583_19_APAF1_Apaf_1.txt.gz
13580	UAP1	Sperm_associated_antigen_2	13580_2_UAP1_Sperm_associated_antigen_2.txt.gz
13578	ABLIM3	ABLM3	13578_98_ABLIM3_ABLM3.txt.gz
13577	U2AF2	U2AF2	13577_25_U2AF2_U2AF2.txt.gz
13575	DVL2	DVL2	13575_40_DVL2_DVL2.txt.gz
13574	RND1	RND1	13574_50_RND1_RND1.txt.gz
13573	ARPC3	p21_ARC	13573_5_ARPC3_p21_ARC.txt.gz
13572	PSMD11	PSD11	13572_43_PSMD11_PSD11.txt.gz
13570	HDLBP	VIGLN	13570_43_HDLBP_VIGLN.txt.gz
13568	PSMD4	PSMD4	13568_30_PSMD4_PSMD4.txt.gz
13567	DPYSL2	DPYL2	13567_1_DPYSL2_DPYL2.txt.gz
13566	SSU72	SSU72	13566_2_SSU72_SSU72.txt.gz
13565	RBL2	p130	13565_2_RBL2_p130.txt.gz
13563	ACBD7	ACBD7	13563_259_ACBD7_ACBD7.txt.gz
13561	HTR6	5HT6R	13561_5_HTR6_5HT6R.txt.gz
13557	PVRL3	Nectin_3	13557_3_PVRL3_Nectin_3.txt.gz
13556	HTR2A	5HT2A	13556_28_HTR2A_5HT2A.txt.gz
13554	REPIN1	REPI1	13554_78_REPIN1_REPI1.txt.gz
13553	DCUN1D3	DCNL3	13553_4_DCUN1D3_DCNL3.txt.gz
13552	SWAP70	SWP70	13552_7_SWAP70_SWP70.txt.gz
13549	ADAM29	ADA29	13549_15_ADAM29_ADA29.txt.gz
13548	PPAPDC1A	PPC1A	13548_53_PPAPDC1A_PPC1A.txt.gz
13547	HTR7	5HT7R	13547_5_HTR7_5HT7R.txt.gz
13545	EIF1AD	EIF1A	13545_97_EIF1AD_EIF1A.txt.gz
13544	HMHA1	HMHA1	13544_9_HMHA1_HMHA1.txt.gz
13541	MYCT1	MYCT1	13541_1_MYCT1_MYCT1.txt.gz
13540	GPR26	GPR26	13540_1_GPR26_GPR26.txt.gz
13539	KCNN1	KCNN1	13539_131_KCNN1_KCNN1.txt.gz
13536	POLI	POLI	13536_56_POLI_POLI.txt.gz
13535	COL4A3BP	C43BP	13535_2_COL4A3BP_C43BP.txt.gz
13534	MYOM2	MYOM2	13534_20_MYOM2_MYOM2.txt.gz
13532	CNEP1R1	NEPR1	13532_25_CNEP1R1_NEPR1.txt.gz
13530	UTS2R	UR2R	13530_5_UTS2R_UR2R.txt.gz
13529	NAP1L2	NP1L2	13529_39_NAP1L2_NP1L2.txt.gz
13526	SSB	LA	13526_5_SSB_LA.txt.gz
13525	KCNG4	KCNG4	13525_17_KCNG4_KCNG4.txt.gz
13524	HS6ST2	H6ST2	13524_25_HS6ST2_H6ST2.txt.gz
13522	VSNL1	VISL1	13522_20_VSNL1_VISL1.txt.gz
13519	ARHGEF25	ARHGP	13519_112_ARHGEF25_ARHGP.txt.gz
13518	ASAP2	ASAP2	13518_5_ASAP2_ASAP2.txt.gz
13517	PTCHD3	PTHD3	13517_3_PTCHD3_PTHD3.txt.gz
13516	EMC4	TMM85	13516_46_EMC4_TMM85.txt.gz
13515	RPRD1A	RPR1A	13515_8_RPRD1A_RPR1A.txt.gz
13514	RAB35	Rab_1C	13514_121_RAB35_Rab_1C.txt.gz
13513	PIAS3	PIAS3	13513_174_PIAS3_PIAS3.txt.gz
13512	HNRNPR	HNRPR	13512_28_HNRNPR_HNRPR.txt.gz
13511	SATB1	SATB1	13511_29_SATB1_SATB1.txt.gz
13510	ATP2A3	AT2A3	13510_7_ATP2A3_AT2A3.txt.gz
13509	SCAMP5	SCAM5	13509_5_SCAMP5_SCAM5.txt.gz
13507	TRADD	TRADD	13507_51_TRADD_TRADD.txt.gz
13506	DUS2	DUS2L	13506_10_DUS2_DUS2L.txt.gz
13503	ARL6IP5	PRAF3	13503_19_ARL6IP5_PRAF3.txt.gz
13502	SLC26A11	S2611	13502_2_SLC26A11_S2611.txt.gz
13501	SLC35G2	S35G2	13501_10_SLC35G2_S35G2.txt.gz
13499	F8	Coagulation_Factor_VIII	13499_30_F8_Coagulation_Factor_VIII.txt.gz
13498	MIOX	MIOX	13498_1_MIOX_MIOX.txt.gz
13497	EIF3J	EIF3J	13497_34_EIF3J_EIF3J.txt.gz
13496	HMGCS1	HMCS1	13496_19_HMGCS1_HMCS1.txt.gz
13495	HCAR2	HCAR2	13495_48_HCAR2_HCAR2.txt.gz
13494	CERS5	CERS5	13494_6_CERS5_CERS5.txt.gz
13493	GRID1	GRID1	13493_5_GRID1_GRID1.txt.gz
13492	HSPA9	HSPA9B	13492_44_HSPA9_HSPA9B.txt.gz
13491	PDE6D	PDE6D	13491_40_PDE6D_PDE6D.txt.gz
13490	MPP6	MPP6	13490_1_MPP6_MPP6.txt.gz
13488	ARFIP1	ARFP1	13488_3_ARFIP1_ARFP1.txt.gz
13487	UNC93B1	UN93B	13487_24_UNC93B1_UN93B.txt.gz
13486	PKD2	PKD2	13486_9_PKD2_PKD2.txt.gz
13485	TMEM87B	TM87B	13485_20_TMEM87B_TM87B.txt.gz
13484	COL1A1	CO1A1	13484_69_COL1A1_CO1A1.txt.gz
13482	CNOT1	CNOT1	13482_14_CNOT1_CNOT1.txt.gz
13481	TCEA2	TCEA2	13481_24_TCEA2_TCEA2.txt.gz
13479	FAM171A2	F1712	13479_8_FAM171A2_F1712.txt.gz
13477	LTB4R	LT4R1	13477_65_LTB4R_LT4R1.txt.gz
13476	KIN	KIN17	13476_16_KIN_KIN17.txt.gz
13475	UBE2D4	UB2D4	13475_10_UBE2D4_UB2D4.txt.gz
13474	GSTK1	GSTK1	13474_40_GSTK1_GSTK1.txt.gz
13473	ITPKA	IP3KA	13473_55_ITPKA_IP3KA.txt.gz
13472	HDHD2	HDHD2	13472_35_HDHD2_HDHD2.txt.gz
13470	PTH1R	PTH1R	13470_43_PTH1R_PTH1R.txt.gz
13468	NEURL4	NEUL4	13468_5_NEURL4_NEUL4.txt.gz
13465	RCAN1	CCP1	13465_5_RCAN1_CCP1.txt.gz
13464	NRAC	NRAC	13464_8_NRAC_NRAC.txt.gz
13463	PXDN	PXDN	13463_1_PXDN_PXDN.txt.gz
13460	CHAD	CHAD	13460_4_CHAD_CHAD.txt.gz
13459	TOR4A	CI167	13459_30_TOR4A_CI167.txt.gz
13457	ELF5	ELF5	13457_33_ELF5_ELF5.txt.gz
13453	MRPL33	RM33	13453_2_MRPL33_RM33.txt.gz
13452	SMIM13	SIM13	13452_113_SMIM13_SIM13.txt.gz
13451	FNDC4	FNDC4	13451_2_FNDC4_FNDC4.txt.gz
13450	USP8	UBP8	13450_49_USP8_UBP8.txt.gz
13449	SF3B4	SF3B4	13449_25_SF3B4_SF3B4.txt.gz
13447	SPRN	SPRN	13447_42_SPRN_SPRN.txt.gz
13441	DIXDC1	DIXC1	13441_30_DIXDC1_DIXC1.txt.gz
13439	IQCF3	IQCF3	13439_6_IQCF3_IQCF3.txt.gz
13438	CHRD	CHRD	13438_115_CHRD_CHRD.txt.gz
13436	MAZ	MAZ	13436_54_MAZ_MAZ.txt.gz
13435	IL20RB	IL_20_Rb	13435_31_IL20RB_IL_20_Rb.txt.gz
13434	PARVA	PARVA	13434_172_PARVA_PARVA.txt.gz
13431	FAM159A	F159A	13431_74_FAM159A_F159A.txt.gz
13430	SLC14A1	UT1	13430_50_SLC14A1_UT1.txt.gz
13429	WFDC10A	WF10A	13429_3_WFDC10A_WF10A.txt.gz
13427	MAN1C1	MA1C1	13427_66_MAN1C1_MA1C1.txt.gz
13423	FAM213A	CJ058	13423_94_FAM213A_CJ058.txt.gz
13422	ENOX2	ENOX2	13422_66_ENOX2_ENOX2.txt.gz
13421	TMEM167B	KISHB	13421_17_TMEM167B_KISHB.txt.gz
13416	TMEM132D	T132D	13416_8_TMEM132D_T132D.txt.gz
13412	WFDC6	WFDC6	13412_5_WFDC6_WFDC6.txt.gz
13411	RNF41	RNF41	13411_21_RNF41_RNF41.txt.gz
13405	SPINK2	ISK2	13405_61_SPINK2_ISK2.txt.gz
13403	ETV5	ETV5	13403_5_ETV5_ETV5.txt.gz
13399	RELL1	RELL1	13399_33_RELL1_RELL1.txt.gz
13397	DEFB4A	HBD_2	13397_88_DEFB4A_HBD_2.txt.gz
13393	DERL1	DERL1	13393_46_DERL1_DERL1.txt.gz
13392	ATP1B1	AT1B1	13392_13_ATP1B1_AT1B1.txt.gz
13388	PCSK1	NEC1	13388_57_PCSK1_NEC1.txt.gz
13387	EHF	EHF	13387_55_EHF_EHF.txt.gz
13386	RNF34	RNF34	13386_248_RNF34_RNF34.txt.gz
13384	FH	FUMH	13384_110_FH_FUMH.txt.gz
13381	B4GALT1	B4GT1	13381_49_B4GALT1_B4GT1.txt.gz
13378	C5orf63	YD286	13378_80_C5orf63_YD286.txt.gz
13377	CYB561D1	C56D1	13377_3_CYB561D1_C56D1.txt.gz
13375	SYNGR3	SNG3	13375_48_SYNGR3_SNG3.txt.gz
13374	DEFB113	DB113	13374_4_DEFB113_DB113.txt.gz
13268	WNT5A	WNT5A	13268_45_WNT5A_WNT5A.txt.gz
13242	SHANK3	SHAN3	13242_134_SHANK3_SHAN3.txt.gz
13240	SHANK1	SHAN1	13240_170_SHANK1_SHAN1.txt.gz
13236	WNT3A	WNT3A	13236_25_WNT3A_WNT3A.txt.gz
13231	IGHG4	IgG4__Kappa	13231_90_IGHG4_IgG4__Kappa.txt.gz
13230	IGHG2	IgG2__Kappa	13230_174_IGHG2_IgG2__Kappa.txt.gz
13229	MDM4	MDM4	13229_20_MDM4_MDM4.txt.gz
13228	MDM2	MDM2	13228_75_MDM2_MDM2.txt.gz
13133	LTBP4	LTBP4	13133_73_LTBP4_LTBP4.txt.gz
13132	SEMA5A	SEM5A	13132_14_SEMA5A_SEM5A.txt.gz
13131	HK1	HXK1	13131_5_HK1_HXK1.txt.gz
13130	HK2	HXK2	13130_150_HK2_HXK2.txt.gz
13129	LDLR	LDLR	13129_40_LDLR_LDLR.txt.gz
13126	DSC2	DSC2	13126_52_DSC2_DSC2.txt.gz
13125	VTN	Vitronectin	13125_45_VTN_Vitronectin.txt.gz
13124	ISLR2	ISLR2	13124_20_ISLR2_ISLR2.txt.gz
13123	FLRT3	FLRT3	13123_3_FLRT3_FLRT3.txt.gz
13122	FLRT2	FLRT2	13122_19_FLRT2_FLRT2.txt.gz
13119	SERPINA10	protein_Z_inhibitor	13119_26_SERPINA10_protein_Z_inhibitor.txt.gz
13118	SMOC1	SMOC1	13118_5_SMOC1_SMOC1.txt.gz
13116	CD177	CD177	13116_25_CD177_CD177.txt.gz
13114	LUM	Lumican	13114_50_LUM_Lumican.txt.gz
13113	SPP1	Osteopontin	13113_7_SPP1_Osteopontin.txt.gz
13112	FSTL1	FSTL1	13112_179_FSTL1_FSTL1.txt.gz
13111	BCL6	BCL6	13111_79_BCL6_BCL6.txt.gz
13109	NEGR1	NEGR1	13109_82_NEGR1_NEGR1.txt.gz
13107	LYPD3	LYPD3	13107_9_LYPD3_LYPD3.txt.gz
13105	SNAP25	SNP25	13105_7_SNAP25_SNP25.txt.gz
13104	EFNB1	EFNB1	13104_32_EFNB1_EFNB1.txt.gz
13102	FAM3D	FAM3D	13102_1_FAM3D_FAM3D.txt.gz
13101	SOST	SOST	13101_60_SOST_SOST.txt.gz
13098	FIGF	VEGF_D	13098_93_FIGF_VEGF_D.txt.gz
13097	BCL2L2	Apoptosis_regulator_Bcl_W	13097_11_BCL2L2_Apoptosis_regulator_Bcl_W.txt.gz
13095	REG1A	PSP	13095_51_REG1A_PSP.txt.gz
13094	RSPO3	RSPO3	13094_75_RSPO3_RSPO3.txt.gz
13093	SECTM1	SECTM1	13093_6_SECTM1_SECTM1.txt.gz
13090	S100A6	S100A6	13090_17_S100A6_S100A6.txt.gz
13089	HIF1A	HIF_1a	13089_6_HIF1A_HIF_1a.txt.gz
13088	BTC	BTC	13088_397_BTC_BTC.txt.gz
13085	GLP1R	GLP1R	13085_18_GLP1R_GLP1R.txt.gz
13083	VARS	SYVC	13083_18_VARS_SYVC.txt.gz
13082	UNC45A	UN45A	13082_9_UNC45A_UN45A.txt.gz
13078	CETN2	CETN2	13078_3_CETN2_CETN2.txt.gz
13076	FXR1	FXR1	13076_4_FXR1_FXR1.txt.gz
13073	ANP32A	AN32A	13073_14_ANP32A_AN32A.txt.gz
13068	CCS	CCS	13068_139_CCS_CCS.txt.gz
13067	PRKG1	KGP1B	13067_5_PRKG1_KGP1B.txt.gz
13066	EDC4	EDC4	13066_42_EDC4_EDC4.txt.gz
13062	GMFG	GMFG	13062_4_GMFG_GMFG.txt.gz
13059	RFK	RIFK	13059_33_RFK_RIFK.txt.gz
13056	SLC6A16	S6A16	13056_18_SLC6A16_S6A16.txt.gz
13055	PSD	PSD1	13055_53_PSD_PSD1.txt.gz
13053	SLC6A14	S6A14	13053_6_SLC6A14_S6A14.txt.gz
13044	TSG101	TS101	13044_5_TSG101_TS101.txt.gz
13043	ATAD2	ATAD2	13043_157_ATAD2_ATAD2.txt.gz
13042	KCNA10	KCA10	13042_7_KCNA10_KCA10.txt.gz
13041	TRAF4	TRAF4	13041_47_TRAF4_TRAF4.txt.gz
13039	PPP1R8	PP1R8	13039_1_PPP1R8_PP1R8.txt.gz
13032	BECN1	BECN1	13032_1_BECN1_BECN1.txt.gz
13027	CBX7	CBX7	13027_20_CBX7_CBX7.txt.gz
13025	FRS2	FRS2	13025_4_FRS2_FRS2.txt.gz
13022	TP53I11	P5I11	13022_20_TP53I11_P5I11.txt.gz
13013	PARK2	PRKN2	13013_41_PARK2_PRKN2.txt.gz
13011	RPS10	RS10	13011_20_RPS10_RS10.txt.gz
13007	LCN10	LCN10	13007_66_LCN10_LCN10.txt.gz
12993	NPLOC4	NPL4	12993_21_NPLOC4_NPL4.txt.gz
12991	CUL9	CUL9	12991_49_CUL9_CUL9.txt.gz
12990	MAP3K3	MAP3K3	12990_39_MAP3K3_MAP3K3.txt.gz
12988	EWSR1	EWS	12988_49_EWSR1_EWS.txt.gz
12987	SRSF7	SRSF7	12987_12_SRSF7_SRSF7.txt.gz
12986	LIN7C	LIN7C	12986_12_LIN7C_LIN7C.txt.gz
12980	RBM22	RBM22	12980_31_RBM22_RBM22.txt.gz
12976	SORBS3	Vinexin_b	12976_49_SORBS3_Vinexin_b.txt.gz
12975	KRT20	Keratin_20	12975_11_KRT20_Keratin_20.txt.gz
12970	STAU2	STAU2	12970_35_STAU2_STAU2.txt.gz
12968	CSRP2	CSRP2	12968_2_CSRP2_CSRP2.txt.gz
12963	GPR107	GP107	12963_1_GPR107_GP107.txt.gz
12960	GCK	HXK4	12960_9_GCK_HXK4.txt.gz
12957	UQCRB	UCR6	12957_62_UQCRB_UCR6.txt.gz
12956	KIAA1279	KBP	12956_40_KIAA1279_KBP.txt.gz
12954	PPARA	PPARa	12954_71_PPARA_PPARa.txt.gz
12945	RAB18	RAB18	12945_33_RAB18_RAB18.txt.gz
12940	ALDH3B1	AL3B1	12940_35_ALDH3B1_AL3B1.txt.gz
12939	POLR1C	RPAC1	12939_1_POLR1C_RPAC1.txt.gz
12936	RLBP1	RLBP1	12936_38_RLBP1_RLBP1.txt.gz
12934	HERC5	HERC5	12934_1_HERC5_HERC5.txt.gz
12933	ENOX1	ENOX1	12933_17_ENOX1_ENOX1.txt.gz
12931	NR3C2	MCR	12931_16_NR3C2_MCR.txt.gz
12925	AXIN2	AXIN2	12925_105_AXIN2_AXIN2.txt.gz
12923	KRT17	Keratin_17	12923_51_KRT17_Keratin_17.txt.gz
12904	CUBN	cubilin	12904_180_CUBN_cubilin.txt.gz
12895	DGKB	DGKB	12895_28_DGKB_DGKB.txt.gz
12894	PAXIP1	PAXI1	12894_3_PAXIP1_PAXI1.txt.gz
12893	IFI16	IP16	12893_159_IFI16_IP16.txt.gz
12892	SYTL1	SYTL1	12892_10_SYTL1_SYTL1.txt.gz
12891	MICALL2	MILK2	12891_1_MICALL2_MILK2.txt.gz
12888	SAP30	SAP30	12888_18_SAP30_SAP30.txt.gz
12885	NR1D2	NR1D2	12885_42_NR1D2_NR1D2.txt.gz
12882	PARP11	PAR11	12882_7_PARP11_PAR11.txt.gz
12881	RDH16	RDH16	12881_17_RDH16_RDH16.txt.gz
12880	SV2A	SV2A	12880_1_SV2A_SV2A.txt.gz
12879	RBL1	p107	12879_5_RBL1_p107.txt.gz
12878	OSBPL11	OSB11	12878_60_OSBPL11_OSB11.txt.gz
12876	SPEF1	SPEF1	12876_39_SPEF1_SPEF1.txt.gz
12875	UBTD2	UBTD2	12875_28_UBTD2_UBTD2.txt.gz
12873	SPN	LEUK	12873_11_SPN_LEUK.txt.gz
12872	CNGA2	CNGA2	12872_35_CNGA2_CNGA2.txt.gz
12871	TWF1	TWF1	12871_10_TWF1_TWF1.txt.gz
12869	DDX6	DDX6	12869_68_DDX6_DDX6.txt.gz
12867	DYNLT3	DYLT3	12867_40_DYNLT3_DYLT3.txt.gz
12864	NIPAL4	NIPA4	12864_9_NIPAL4_NIPA4.txt.gz
12862	NEDD9	CASL	12862_14_NEDD9_CASL.txt.gz
12861	TMOD3	TMOD3	12861_13_TMOD3_TMOD3.txt.gz
12860	ARPP21	cAMP_regulated_phosphoprotein_21	12860_7_ARPP21_cAMP_regulated_phosphoprotein_21.txt.gz
12859	ECI2	PECI	12859_33_ECI2_PECI.txt.gz
12856	TMEM237	TM237	12856_14_TMEM237_TM237.txt.gz
12855	CASS4	CT032	12855_16_CASS4_CT032.txt.gz
12854	TEAD3	TEAD3	12854_3_TEAD3_TEAD3.txt.gz
12853	TMOD2	TMOD2	12853_112_TMOD2_TMOD2.txt.gz
12851	POLM	DPOLM	12851_5_POLM_DPOLM.txt.gz
12849	GSKIP	GSKIP	12849_25_GSKIP_GSKIP.txt.gz
12848	ARHGEF2	ARHG2	12848_9_ARHGEF2_ARHG2.txt.gz
12847	RNGTT	MCE1	12847_27_RNGTT_MCE1.txt.gz
12846	FBXL5	FBXL5	12846_3_FBXL5_FBXL5.txt.gz
12845	SNX17	SNX17	12845_18_SNX17_SNX17.txt.gz
12844	BAG4	BAG4	12844_10_BAG4_BAG4.txt.gz
12843	ZNF410	ZN410	12843_6_ZNF410_ZN410.txt.gz
12842	STX10	STX10	12842_43_STX10_STX10.txt.gz
12838	DUSP15	DUS15	12838_28_DUSP15_DUS15.txt.gz
12835	PYDC1	PYDC1	12835_101_PYDC1_PYDC1.txt.gz
12834	KCNF1	KCNF1	12834_3_KCNF1_KCNF1.txt.gz
12832	ASH2L	ASH2L	12832_10_ASH2L_ASH2L.txt.gz
12831	TESC	TESC	12831_21_TESC_TESC.txt.gz
12830	SAP18	SAP18	12830_4_SAP18_SAP18.txt.gz
12827	RGS3	RGS3	12827_37_RGS3_RGS3.txt.gz
12826	SLC5A5	SC5A5	12826_5_SLC5A5_SC5A5.txt.gz
12825	APPL1	DP13A	12825_18_APPL1_DP13A.txt.gz
12822	APBB1	APBB1	12822_34_APBB1_APBB1.txt.gz
12821	NLRP10	NAL10	12821_6_NLRP10_NAL10.txt.gz
12820	GRAP	GRAP	12820_1_GRAP_GRAP.txt.gz
12818	SLC14A2	UT2	12818_159_SLC14A2_UT2.txt.gz
12817	GEM	GEM	12817_1_GEM_GEM.txt.gz
12815	IARS	SYIC	12815_9_IARS_SYIC.txt.gz
12814	RNPC3	RBM40	12814_17_RNPC3_RBM40.txt.gz
12813	EHBP1	EHBP1	12813_18_EHBP1_EHBP1.txt.gz
12812	ACYP2	ACYP2	12812_25_ACYP2_ACYP2.txt.gz
12811	ZNF415	ZN415	12811_55_ZNF415_ZN415.txt.gz
12808	CARHSP1	CHSP1	12808_103_CARHSP1_CHSP1.txt.gz
12807	ARHGAP30	RHG30	12807_89_ARHGAP30_RHG30.txt.gz
12804	GMEB2	GMEB2	12804_5_GMEB2_GMEB2.txt.gz
12803	ZNF329	ZN329	12803_9_ZNF329_ZN329.txt.gz
12801	IRF2	IRF2	12801_33_IRF2_IRF2.txt.gz
12800	TPPP2	TPPP2	12800_5_TPPP2_TPPP2.txt.gz
12799	DNAJC27	DJC27	12799_65_DNAJC27_DJC27.txt.gz
12798	SLC4A8	S4A8	12798_46_SLC4A8_S4A8.txt.gz
12796	NUDT3	NUDT3	12796_44_NUDT3_NUDT3.txt.gz
12795	ZNF566	ZN566	12795_2_ZNF566_ZN566.txt.gz
12794	NLRP4	NALP4	12794_6_NLRP4_NALP4.txt.gz
12793	PIWIL1	PIWL1	12793_4_PIWIL1_PIWL1.txt.gz
12790	CCDC51	CCD51	12790_10_CCDC51_CCD51.txt.gz
12788	CCDC101	SGF29	12788_6_CCDC101_SGF29.txt.gz
12787	ZNF134	ZN134	12787_47_ZNF134_ZN134.txt.gz
12786	GPCPD1	GDE5	12786_61_GPCPD1_GDE5.txt.gz
12785	ZBTB33	KAISO	12785_49_ZBTB33_KAISO.txt.gz
12784	APBB3	APBB3	12784_10_APBB3_APBB3.txt.gz
12783	HNRNPM	HNRPM	12783_29_HNRNPM_HNRPM.txt.gz
12781	TARBP2	TRBP2	12781_2_TARBP2_TRBP2.txt.gz
12779	PRDM4	PRDM4	12779_30_PRDM4_PRDM4.txt.gz
12777	SF1	SF01	12777_11_SF1_SF01.txt.gz
12775	HMGB3	HMGB3	12775_6_HMGB3_HMGB3.txt.gz
12774	HCN1	HCN1	12774_12_HCN1_HCN1.txt.gz
12772	NUP98	NUP98	12772_8_NUP98_NUP98.txt.gz
12771	ZNF180	ZN180	12771_19_ZNF180_ZN180.txt.gz
12768	PPP1R3B	PPR3B	12768_3_PPP1R3B_PPR3B.txt.gz
12766	GPR142	GP142	12766_33_GPR142_GP142.txt.gz
12764	ELMO1	ELMO1	12764_3_ELMO1_ELMO1.txt.gz
12763	ZNF334	ZN334	12763_69_ZNF334_ZN334.txt.gz
12761	APBB2	APBB2	12761_12_APBB2_APBB2.txt.gz
12760	ZNF774	ZN774	12760_34_ZNF774_ZN774.txt.gz
12759	ILF3	DRBP76	12759_47_ILF3_DRBP76.txt.gz
12758	GRID2	GRID2	12758_47_GRID2_GRID2.txt.gz
12756	BACH2	BACH2	12756_3_BACH2_BACH2.txt.gz
12754	CSDC2	CSDC2	12754_14_CSDC2_CSDC2.txt.gz
12753	APBB2	APBB2	12753_6_APBB2_APBB2.txt.gz
12751	ZHX1	ZHX1	12751_26_ZHX1_ZHX1.txt.gz
12750	ITGB2	LFA_1_beta_2	12750_9_ITGB2_LFA_1_beta_2.txt.gz
12748	BRDT	BRDT	12748_6_BRDT_BRDT.txt.gz
12747	RBM3	RBM3	12747_89_RBM3_RBM3.txt.gz
12746	CYTH4	CYH4	12746_4_CYTH4_CYH4.txt.gz
12743	BAG5	BAG5	12743_18_BAG5_BAG5.txt.gz
12742	TMEM8B	TMM8B	12742_160_TMEM8B_TMM8B.txt.gz
12740	FEV	FEV	12740_55_FEV_FEV.txt.gz
12738	NISCH	NISCH	12738_43_NISCH_NISCH.txt.gz
12737	PLS1	PLSI	12737_12_PLS1_PLSI.txt.gz
12735	CSDE1	CSDE1	12735_39_CSDE1_CSDE1.txt.gz
12734	KIF22	KIF22	12734_112_KIF22_KIF22.txt.gz
12732	MPP7	MPP7	12732_13_MPP7_MPP7.txt.gz
12731	PLEKHA7	PKHA7	12731_12_PLEKHA7_PKHA7.txt.gz
12730	NDC80	KNTC2	12730_3_NDC80_KNTC2.txt.gz
12729	PSMG3	PSMG3	12729_12_PSMG3_PSMG3.txt.gz
12727	PTGFRN	FPRP	12727_7_PTGFRN_FPRP.txt.gz
12726	RFXAP	RFXAP	12726_3_RFXAP_RFXAP.txt.gz
12724	CIRBP	CIRBP	12724_81_CIRBP_CIRBP.txt.gz
12721	TAX1BP1	TAXB1	12721_4_TAX1BP1_TAXB1.txt.gz
12720	UBQLN4	UBQL4	12720_71_UBQLN4_UBQL4.txt.gz
12718	PIN4	PIN4	12718_43_PIN4_PIN4.txt.gz
12717	TOX3	TOX3	12717_65_TOX3_TOX3.txt.gz
12716	ZNF175	ZN175	12716_3_ZNF175_ZN175.txt.gz
12715	DCP1B	DCP1B	12715_30_DCP1B_DCP1B.txt.gz
12714	AP1G2	AP1G2	12714_38_AP1G2_AP1G2.txt.gz
12713	RGS19	RGS19	12713_365_RGS19_RGS19.txt.gz
12712	HMG20A	HM20A	12712_9_HMG20A_HM20A.txt.gz
12711	GJA8	CXA8	12711_19_GJA8_CXA8.txt.gz
12709	H1FX	H1X	12709_63_H1FX_H1X.txt.gz
12708	L3MBTL2	LMBL2	12708_91_L3MBTL2_LMBL2.txt.gz
12707	DPYSL3	DPYL3	12707_26_DPYSL3_DPYL3.txt.gz
12706	CDC42BPA	MRCKA	12706_2_CDC42BPA_MRCKA.txt.gz
12705	HERC1	HERC1	12705_9_HERC1_HERC1.txt.gz
12704	SH2D3C	SH2D3	12704_26_SH2D3C_SH2D3.txt.gz
12703	NEK7	NEK7	12703_6_NEK7_NEK7.txt.gz
12702	PELI2	PELI2	12702_13_PELI2_PELI2.txt.gz
12701	EIF1B	EIF1B	12701_1_EIF1B_EIF1B.txt.gz
12700	ACLY	ACLY	12700_9_ACLY_ACLY.txt.gz
12699	CCT8	TCP_1_theta	12699_28_CCT8_TCP_1_theta.txt.gz
12698	KPNA4	IMA4	12698_72_KPNA4_IMA4.txt.gz
