id,trait,group_name,year,author,consortium,sex,population,unit,nsnp,sample_size,initial_build,category,pmid,sd,note,ncase,ncontrol
prot-5-4485,8982_65,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,THBS3,,
prot-5-4486,8983_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GOLM1,,
prot-5-4487,8985_13,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SERAC1,,
prot-5-4488,8989_40,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SCUBE1,,
prot-5-4489,8990_42,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ATP1B3,,
prot-5-4490,8991_115,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FCRL4,,
prot-5-4491,8992_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TMEM2,,
prot-5-4492,8993_151,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RIPK2,,
prot-5-4493,8994_65,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SLAMF8,,
prot-5-4494,8998_15,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HS3ST4,,
prot-5-4495,8999_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CEACAM3,,
prot-5-4496,9000_177,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SLC3A1,,
prot-5-4497,9002_36,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SERPINA11,,
prot-5-4498,9003_99,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MARCO,,
prot-5-4499,9004_24,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LDLRAD4,,
prot-5-4500,9005_16,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PLXNA1,,
prot-5-4501,9008_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PRRG1,,
prot-5-4502,9012_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PRPF6,,
prot-5-4503,9014_18,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TMEM25,,
prot-5-4504,9015_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PRG3,,
prot-5-4505,9016_12,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NR1H2,,
prot-5-4506,9017_58,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LCT,,
prot-5-4507,9018_38,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PCDH10,,
prot-5-4508,9021_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HAVCR1,,
prot-5-4509,9022_49,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DEFB132,,
prot-5-4510,9025_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,AHSP,,
prot-5-4511,9026_40,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,BTNL8,,
prot-5-4512,9027_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NLGN2,,
prot-5-4513,9028_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MTPAP,,
prot-5-4514,9030_56,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,C17orf89,,
prot-5-4515,9032_30,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ROS1,,
prot-5-4516,9035_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MXI1,,
prot-5-4517,9037_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,STX18,,
prot-5-4518,9038_12,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,JTB,,
prot-5-4519,9039_47,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TOR1AIP1,,
prot-5-4520,9040_144,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,EPDR1,,
prot-5-4521,9043_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TFIP11,,
prot-5-4522,9044_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CNTNAP5,,
prot-5-4523,9045_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SLC27A2,,
prot-5-4524,9049_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SLC16A3,,
prot-5-4525,9050_170,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RSRP1,,
prot-5-4526,9051_13,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IL32,,
prot-5-4527,9053_16,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CRIP2,,
prot-5-4528,9055_81,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MYZAP,,
prot-5-4529,9057_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ADRM1,,
prot-5-4530,9058_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TIMM21,,
prot-5-4531,9059_14,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RAPGEF5,,
prot-5-4532,9060_27,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IGSF9B,,
prot-5-4533,9061_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ARHGEF10,,
prot-5-4534,9064_12,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RNF215,,
prot-5-4535,9068_17,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,JAKMIP3,,
prot-5-4536,9070_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,C17orf67,,
prot-5-4537,9074_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FAXDC2,,
prot-5-4538,9075_121,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,KIAA1024,,
prot-5-4539,9076_25,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PENK,,
prot-5-4540,9077_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MAN1A2,,
prot-5-4541,9078_207,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SNTB1,,
prot-5-4542,9081_39,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SLC30A3,,
prot-5-4543,9082_25,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SEL1L2,,
prot-5-4544,9087_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NHLRC3,,
prot-5-4545,9089_77,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,JPH3,,
prot-5-4546,9090_9,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SYTL4,,
prot-5-4547,9092_33,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ANGPTL1,,
prot-5-4548,9094_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CLEC4C,,
prot-5-4549,9095_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MTFR1,,
prot-5-4550,9097_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,KIAA1324,,
prot-5-4551,9099_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SYT5,,
prot-5-4552,9100_32,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,C5orf46,,
prot-5-4553,9102_28,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ZFYVE27,,
prot-5-4554,9106_87,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LYSMD4,,
prot-5-4555,9107_59,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ARMC10,,
prot-5-4556,9110_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SYT17,,
prot-5-4557,9111_40,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,JPH4,,
prot-5-4558,9114_84,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,UMODL1,,
prot-5-4559,9115_78,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ADAMDEC1,,
prot-5-4560,9116_28,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HEPACAM2,,
prot-5-4561,9117_4,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IL36G,,
prot-5-4562,9118_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PSD2,,
prot-5-4563,9121_28,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FUT2,,
prot-5-4564,9123_18,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DOS,,
prot-5-4565,9125_23,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MASP1,,
prot-5-4566,9126_171,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NT5DC3,,
prot-5-4567,9127_4,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SLC26A5,,
prot-5-4568,9128_34,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FLRT3,,
prot-5-4569,9168_31,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CCL26,,
prot-5-4570,9170_24,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IL17A,,
prot-5-4571,9171_11,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CSRP3,,
prot-5-4572,9172_69,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MMP8,,
prot-5-4573,9173_21,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PGM1,,
prot-5-4574,9175_48,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DSCAM,,
prot-5-4575,9176_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MUC1,,
prot-5-4576,9177_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FAM3B,,
prot-5-4577,9178_30,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NRG1,,
prot-5-4578,9180_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IFNGR2,,
prot-5-4579,9182_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LRP1,,
prot-5-4580,9183_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IFNAR1,,
prot-5-4581,9185_15,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TFF1,,
prot-5-4582,9187_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HMGN1,,
prot-5-4583,9188_119,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CXCL9,,
prot-5-4584,9190_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CD63,,
prot-5-4585,9191_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TFF2,,
prot-5-4586,9196_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LGALS7,,
prot-5-4587,9197_4,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LGALS9,,
prot-5-4588,9199_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,UBE2G2,,
prot-5-4589,9201_13,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TAGLN2,,
prot-5-4590,9202_309,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ATP5O,,
prot-5-4591,9204_33,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,POMC,,
prot-5-4592,9207_60,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CRYZL1,,
prot-5-4593,9211_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SERPINF1,,
prot-5-4594,9212_22,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CTSF,,
prot-5-4595,9213_24,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FTCD,,
prot-5-4596,9215_117,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,USP25,,
prot-5-4597,9216_100,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PLXNB2,,
prot-5-4598,9219_70,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NENF,,
prot-5-4599,9220_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,EPHB3,,
prot-5-4600,9221_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ITPRIPL1,,
prot-5-4601,9223_11,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MANF,,
prot-5-4602,9226_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TMUB2,,
prot-5-4603,9229_9,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CTRL,,
prot-5-4604,9231_23,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IMPAD1,,
prot-5-4605,9233_71,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TFPI2,,
prot-5-4606,9234_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TWSG1,,
prot-5-4607,9235_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PLXDC1,,
prot-5-4608,9237_54,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ACP2,,
prot-5-4609,9241_40,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SIRPG,,
prot-5-4610,9243_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LYG1,,
prot-5-4611,9244_27,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PPT1,,
prot-5-4612,9248_36,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MYDGF,,
prot-5-4613,9249_17,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TMEM9,,
prot-5-4614,9251_28,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MAN2B2,,
prot-5-4615,9253_52,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ABO,,
prot-5-4616,9254_18,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FCER1A,,
prot-5-4617,9255_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IL17C,,
prot-5-4618,9256_78,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NPTX1,,
prot-5-4619,9257_14,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TACO1,,
prot-5-4620,9263_57,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SIAE,,
prot-5-4621,9264_11,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CTSO,,
prot-5-4622,9265_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GLIPR1,,
prot-5-4623,9266_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TREM1,,
prot-5-4624,9267_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CPA4,,
prot-5-4625,9271_101,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,STIM1,,
prot-5-4626,9275_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CTSL,,
prot-5-4627,9276_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CPA2,,
prot-5-4628,9278_9,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,EPYC,,
prot-5-4629,9282_12,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CRISP2,,
prot-5-4630,9283_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CD44,,
prot-5-4631,9287_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SPR,,
prot-5-4632,9288_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FKBP7,,
prot-5-4633,9290_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RMDN3,,
prot-5-4634,9294_45,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MFAP2,,
prot-5-4635,9296_15,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PTPRD,,
prot-5-4636,9297_12,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,B3GNT8,,
prot-5-4637,9302_90,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GADD45GIP1,,
prot-5-4638,9306_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DEFB118,,
prot-5-4639,9310_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CD8B,,
prot-5-4640,9312_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,AZGP1,,
prot-5-4641,9313_27,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CBLN1,,
prot-5-4642,9314_9,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PSG5,,
prot-5-4643,9315_16,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MUL1,,
prot-5-4644,9316_67,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,WFDC1,,
prot-5-4645,9317_4,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LRRC25,,
prot-5-4646,9319_59,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TMED4,,
prot-5-4647,9321_400,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NMB,,
prot-5-4648,9322_15,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RCN1,,
prot-5-4649,9326_33,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ITIH2,,
prot-5-4650,9327_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LYPD1,,
